id,building,building_category,footprint_area_m2,floor_count_est,floor_area_m2,height_proxy_m,height_proxy_source,solar_potential_score,solar_potential_class,is_high_potential,ghs_age_epoch,ghs_age_epoch_label,ghsl_height_m,era,typology,era_source,grid_id
2892180,university,commercial,1293.714207190899,4,5174.856828763596,10.5,building_type_default,53.596329182685054,high,1,1.0,pre-1980,9.399398803710938,era1,midrise,ghs_age,796
4196633,university,commercial,2389.744466398402,4,9558.977865593608,10.5,building_type_default,57.474312289410165,high,1,1.0,pre-1980,11.3164701461792,era1,midrise,ghs_age,837
4222251,dormitory,residential,1371.7967165451732,3,4115.390149635519,9.0,building_type_default,48.02628178843698,high,1,1.0,pre-1980,16.95511817932129,era1,midrise,ghs_age,794
4767675,university,commercial,5345.280522076875,4,21381.1220883075,10.5,building_type_default,62.56303056922988,high,1,1.0,pre-1980,16.741243362426758,era1,midrise,ghs_age,796
4767677,university,commercial,5345.280522076875,4,21381.1220883075,10.5,building_type_default,62.56303056922988,high,1,1.0,pre-1980,16.741243362426758,era1,midrise,ghs_age,796
4767679,university,commercial,3606.2339613608738,4,14424.935845443495,10.5,building_type_default,60.07518828901619,high,1,1.0,pre-1980,17.3680362701416,era1,midrise,ghs_age,796
4767681,university,commercial,2892.697098692687,4,11570.788394770749,10.5,building_type_default,58.68156157408233,high,1,1.0,pre-1980,14.817132949829102,era1,midrise,ghs_age,796
4767683,dormitory,residential,1408.3647859016785,3,4225.094357705036,9.0,building_type_default,48.17739570607776,high,1,1.0,pre-1980,13.026116371154785,era1,midrise,ghs_age,797
4767685,university,commercial,2451.675694710706,4,9806.702778842824,10.5,building_type_default,57.6360210925185,high,1,2.0,1980-1989,6.895407676696777,era1,midrise,ghs_age,838
4767687,dormitory,residential,1723.1743453678903,3,5169.523036103671,9.0,building_type_default,49.33628008059914,high,1,1.0,pre-1980,11.3164701461792,era1,midrise,ghs_age,837
4768043,dormitory,residential,1324.3204231482853,3,3972.961269444856,9.0,building_type_default,47.82397027861314,high,1,2.0,1980-1989,6.217360496520996,era1,midrise,ghs_age,837
4768044,university,commercial,2630.0567162418556,4,10520.226864967422,10.5,building_type_default,58.07993294256137,high,1,1.0,pre-1980,9.575982093811035,era1,midrise,ghs_age,837
4768310,university,commercial,1704.4300160874584,2,3408.860032174917,3.5,building_levels,47.700757437180776,high,1,1.0,pre-1980,13.668288230895996,era1,midrise,ghs_age,796
4768311,university,commercial,2590.18048237069,4,10360.72192948276,10.5,building_type_default,57.98336823601654,high,1,1.0,pre-1980,10.807705879211426,era1,midrise,ghs_age,796
4770434,university,commercial,1232.132362760468,4,4928.529451041872,10.5,building_type_default,53.28819465734528,high,1,3.0,1990-1999,9.570693016052246,era1,midrise,ghs_age,797
6036156,office,commercial,2738.6663429742894,4,10954.665371897157,10.5,building_type_default,58.335701537900455,high,1,1.0,pre-1980,15.122490882873535,era1,midrise,ghs_age,630
7082008,museum,mixed_unknown,3727.0284412383994,4,14908.113764953598,10.0,fallback_default,51.75048061247088,high,1,1.0,pre-1980,19.33778190612793,era1,midrise,ghs_age,1126
7096204,commercial,commercial,5830.959233958579,4,23323.836935834315,10.5,building_type_default,63.11282659888815,high,1,1.0,pre-1980,20.64472007751465,era1,midrise,ghs_age,1085
7100236,yes,residential,12220.07901836072,3,36660.237055082165,9.0,building_type_default,60.593580540447626,high,1,1.0,pre-1980,18.067636489868164,era1,midrise,ghs_age,1496
7109337,yes,residential,4953.079535008355,3,14859.238605025066,9.0,building_type_default,55.403263573688776,high,1,2.0,1980-1989,21.674036026000977,era1,midrise,ghs_age,1169
7885182,yes,residential,850.1863176080565,3,2550.5589528241694,9.0,building_type_default,45.27880329183567,medium,0,1.0,pre-1980,18.850093841552734,era1,midrise,ghs_age,1083
7900899,yes,residential,2183.5570764370746,3,6550.671229311223,9.0,building_type_default,50.69667009069987,high,1,1.0,pre-1980,13.4149808883667,era1,midrise,ghs_age,1332
9054035,yes,residential,1376.0766279176023,3,4128.229883752807,9.0,building_type_default,48.044174748547334,high,1,1.0,pre-1980,25.92184829711914,era1,midrise,ghs_age,1245
9080575,stadium,mixed_unknown,37156.41151886831,4,148625.64607547325,10.0,fallback_default,64.30632527077074,high,1,1.0,pre-1980,25.250383377075195,era1,midrise,ghs_age,1124
9637673,hospital,commercial,2452.9877222956216,4,9811.950889182486,10.5,building_type_default,57.639402590654655,high,1,1.0,pre-1980,17.356464385986328,era1,midrise,ghs_age,1083
10452558,residential,residential,874.4475465939585,3,2623.3426397818753,9.0,building_type_default,45.440351031224566,medium,0,1.0,pre-1980,13.161541938781738,era1,midrise,ghs_age,557
11497715,apartments,residential,123.50497441503586,2,247.00994883007172,6.0,building_levels,31.589707896519766,low,0,3.0,1990-1999,10.613934516906738,era1,midrise,ghs_age,750
11497716,apartments,residential,829.195418711584,7,5804.367930981088,21.0,building_levels,50.97001911791963,high,1,3.0,1990-1999,10.613934516906738,era1,highrise,ghs_age,750
11502229,apartments,residential,524.3965383729501,3,1573.1896151188503,9.0,building_type_default,42.5054381158278,medium,0,3.0,1990-1999,19.328866958618164,era1,midrise,ghs_age,1615
11502231,apartments,residential,288.75970568997496,3,866.279117069925,9.0,building_type_default,39.08469336427408,low,0,3.0,1990-1999,22.76820182800293,era1,midrise,ghs_age,1615
11502233,apartments,residential,2475.418094039129,3,7426.2542821173865,9.0,building_type_default,51.41749146043776,high,1,3.0,1990-1999,24.977073669433594,era1,midrise,ghs_age,1574
12955761,hospital,commercial,13267.390087033264,67,888915.1358312287,200.0,raw_height,91.59936996767078,high,1,1.0,pre-1980,21.892866134643555,era1,highrise,ghs_age,1132
13052205,apartments,residential,860.5219603035313,7,6023.653722124719,21.0,building_levels,51.18292813113947,high,1,1.0,pre-1980,14.032548904418945,era1,highrise,ghs_age,710
13052255,apartments,residential,874.3241107893313,7,6120.268775525319,21.0,building_levels,51.27428776034429,high,1,3.0,1990-1999,10.613934516906738,era1,highrise,ghs_age,750
14336137,greenhouse,mixed_unknown,5699.53302450123,4,22798.13209800492,10.0,fallback_default,54.06955851672286,high,1,4.0,2000-2009,6.477326393127441,era2,midrise,ghs_age,1519
16768783,apartments,residential,553.0283060048198,3,1659.0849180144594,9.0,building_type_default,42.810450444375384,medium,0,2.0,1980-1989,11.131914138793945,era1,midrise,ghs_age,851
17166089,yes,residential,825.8660301158538,3,2477.5980903475615,9.0,building_type_default,45.1121732247769,medium,0,2.0,1980-1989,14.56039047241211,era1,midrise,ghs_age,1256
17631388,yes,residential,2168.0133247821605,3,6504.039974346481,9.0,building_type_default,50.6556239923946,high,1,1.0,pre-1980,9.84206771850586,era1,midrise,ghs_age,1449
17880215,yes,residential,19853.44999850618,3,59560.34999551854,9.0,building_type_default,63.382972531531344,high,1,4.0,2000-2009,21.861560821533203,era2,midrise,ghs_age,709
18621018,yes,residential,2152.042454947627,3,6456.127364842881,9.0,building_type_default,50.613142483126396,high,1,3.0,1990-1999,16.051925659179688,era1,midrise,ghs_age,840
18621021,yes,residential,8194.111672094055,4,32776.44668837622,12.0,building_levels,60.23802038138724,high,1,1.0,pre-1980,21.032604217529297,era1,midrise,ghs_age,839
18667622,yes,residential,10846.006968800217,3,32538.02090640065,9.0,building_type_default,59.907978448489885,high,1,1.0,pre-1980,24.043123245239258,era1,midrise,ghs_age,1001
19848333,yes,residential,2312.847136783123,3,6938.5414103493695,9.0,building_type_default,51.027181188853234,high,1,1.0,pre-1980,13.908903121948242,era1,midrise,ghs_age,1198
19960210,yes,residential,733.1688315268997,3,2199.506494580699,9.0,building_type_default,44.42869447132487,medium,0,1.0,pre-1980,15.888426780700684,era1,midrise,ghs_age,1157
52072595,commercial,commercial,8843.543383463053,14,123809.60736848274,40.0,raw_height,76.09408141920204,high,1,1.0,pre-1980,33.42644500732422,era1,highrise,ghs_age,1046
54827271,university,commercial,3473.076768470911,4,13892.307073883643,10.5,building_type_default,59.83736486991605,high,1,1.0,pre-1980,7.5042829513549805,era1,midrise,ghs_age,797
54827275,yes,residential,3141.182035563624,1,3141.182035563624,3.0,building_levels,46.005415206005914,high,1,1.0,pre-1980,13.569499015808105,era1,midrise,ghs_age,797
59097016,yes,residential,3416.0904198391527,3,10248.271259517458,9.0,building_type_default,53.26826627496819,high,1,3.0,1990-1999,14.0498628616333,era1,midrise,ghs_age,475
59097032,yes,residential,1219.6213461148575,3,3658.8640383445727,9.0,building_type_default,47.35092888240346,high,1,3.0,1990-1999,15.675453186035156,era1,midrise,ghs_age,516
59097041,yes,residential,60.94855552800452,3,182.84566658401354,9.0,building_type_default,30.216714141735768,low,0,3.0,1990-1999,14.621506690979004,era1,midrise,ghs_age,516
87058059,commercial,commercial,3126.5126029273792,4,12506.050411709517,10.5,building_type_default,59.172877038065465,high,1,1.0,pre-1980,46.9763298034668,era1,midrise,ghs_age,1046
87058202,yes,residential,2725.2289136441877,3,8175.686740932563,9.0,building_type_default,51.969925890731325,high,1,1.0,pre-1980,28.9891357421875,era1,midrise,ghs_age,1250
103279575,yes,residential,7655.638516944695,3,22966.915550834085,9.0,building_type_default,57.90579735738316,high,1,1.0,pre-1980,21.369775772094727,era1,midrise,ghs_age,882
103279625,retail,commercial,1683.56888131081,5,8417.84440655405,14.0,building_levels,57.423548605001415,high,1,3.0,1990-1999,24.71627426147461,era1,midrise,ghs_age,1115
103279694,yes,residential,799.5977246548215,3,2398.7931739644646,9.0,building_type_default,44.92659876302238,medium,0,3.0,1990-1999,24.834583282470703,era1,midrise,ghs_age,1115
103279719,yes,residential,1129.7354640677609,3,3389.2063922032826,9.0,building_type_default,46.9112411098787,high,1,3.0,1990-1999,25.00002670288086,era1,midrise,ghs_age,1115
103279789,yes,residential,15492.813826244874,3,46478.44147873462,9.0,building_type_default,61.95749869582441,high,1,3.0,1990-1999,17.58868980407715,era1,midrise,ghs_age,1355
103279888,yes,residential,1013.4250231496399,3,3040.2750694489196,9.0,building_type_default,46.28729828547087,high,1,3.0,1990-1999,24.257652282714844,era1,midrise,ghs_age,1115
103279914,university,commercial,3570.110322275409,4,14280.441289101636,10.5,building_type_default,60.01154929286545,high,1,2.0,1980-1989,22.19219398498535,era1,midrise,ghs_age,1156
103279941,university,commercial,4332.176378929128,4,17328.705515716512,10.5,building_type_default,61.234568985537706,high,1,1.0,pre-1980,21.225954055786133,era1,midrise,ghs_age,1156
155469202,apartments,residential,1116.7055167076514,3,3350.1165501229543,9.0,building_type_default,46.844617863768775,high,1,1.0,pre-1980,13.805871963500977,era1,midrise,ghs_age,710
166794418,yes,residential,2764.02477279831,3,8292.07431839493,9.0,building_type_default,52.05114923194121,high,1,1.0,pre-1980,23.601993560791016,era1,midrise,ghs_age,1301
185870065,yes,residential,2674.17945005433,3,8022.53835016299,9.0,building_type_default,51.86126910330188,high,1,4.0,2000-2009,10.063553810119629,era2,midrise,ghs_age,1109
185870068,yes,residential,4888.245815746443,3,14664.737447239331,9.0,building_type_default,55.32754104036459,high,1,4.0,2000-2009,10.063553810119629,era2,midrise,ghs_age,1109
185870084,yes,residential,839.0300789656281,3,2517.0902368968846,9.0,building_type_default,45.20296567567391,medium,0,4.0,2000-2009,10.063553810119629,era2,midrise,ghs_age,1109
185870093,yes,residential,712.5259581635326,3,2137.5778744905974,9.0,building_type_default,44.26475545228658,medium,0,4.0,2000-2009,11.49905776977539,era2,midrise,ghs_age,1109
185873477,yes,residential,960.6300056033892,3,2881.8900168101677,9.0,building_type_default,45.9800729477599,high,1,5.0,2010-2020,14.907773971557617,era3,midrise,ghs_age,1109
185873497,yes,residential,2715.0051501278786,3,8145.015450383636,9.0,building_type_default,51.94832886983749,high,1,4.0,2000-2009,13.591316223144531,era2,midrise,ghs_age,1109
185873500,yes,residential,2639.2966958396705,3,7917.890087519012,9.0,building_type_default,51.78582338677526,high,1,5.0,2010-2020,14.907773971557617,era3,midrise,ghs_age,1109
185873503,yes,residential,2706.8346211641096,3,8120.503863492329,9.0,building_type_default,51.93101064356824,high,1,4.0,2000-2009,13.591316223144531,era2,midrise,ghs_age,1109
186039486,yes,residential,1456.9373374399288,3,4370.812012319786,9.0,building_type_default,48.372164227850014,high,1,4.0,2000-2009,11.775582313537598,era2,midrise,ghs_age,1069
186039492,yes,residential,1077.2953625150806,3,3231.886087545242,9.0,building_type_default,46.63827853476919,high,1,5.0,2010-2020,10.423054695129395,era3,midrise,ghs_age,1110
186039494,yes,residential,12430.482763630856,3,37291.44829089257,9.0,building_type_default,60.69170148361444,high,1,4.0,2000-2009,14.218487739562988,era2,midrise,ghs_age,1110
186039504,yes,residential,1450.524222282107,3,4351.572666846321,9.0,building_type_default,48.34682362883813,high,1,4.0,2000-2009,12.056294441223145,era2,midrise,ghs_age,1110
186039509,yes,residential,1282.5434557808794,3,3847.6303673426382,9.0,building_type_default,47.639858159810764,high,1,4.0,2000-2009,9.37596321105957,era2,midrise,ghs_age,1069
186039512,yes,residential,1306.1724747998833,3,3918.51742439965,9.0,building_type_default,47.74471522485257,high,1,4.0,2000-2009,6.8870158195495605,era2,midrise,ghs_age,1110
186039513,yes,residential,1149.921015368439,3,3449.763046105317,9.0,building_type_default,47.0129505926448,high,1,5.0,2010-2020,10.423054695129395,era3,midrise,ghs_age,1110
186039519,yes,residential,1174.59274394195,3,3523.7782318258496,9.0,building_type_default,47.13486919975363,high,1,4.0,2000-2009,13.132902145385742,era2,midrise,ghs_age,1110
186039526,yes,residential,1313.8019081636173,3,3941.4057244908518,9.0,building_type_default,47.77816743560063,high,1,3.0,1990-1999,10.592924118041992,era1,midrise,ghs_age,1110
186039534,yes,residential,1332.9984257961194,3,3998.995277388358,9.0,building_type_default,47.86148577235424,high,1,4.0,2000-2009,9.37596321105957,era2,midrise,ghs_age,1069
186178539,yes,residential,10520.10599794848,3,31560.31799384544,9.0,building_type_default,59.732625561810714,high,1,1.0,pre-1980,11.063109397888184,era1,midrise,ghs_age,1329
186395622,industrial,commercial,7272.865028557561,4,29091.460114230245,10.5,building_type_default,64.50979489316273,high,1,3.0,1990-1999,14.398527145385742,era1,midrise,ghs_age,1601
186395663,industrial,commercial,10324.395996774434,4,41297.583987097736,10.5,building_type_default,66.72485629206226,high,1,4.0,2000-2009,13.066415786743164,era2,midrise,ghs_age,1601
218409921,university,commercial,1144.882260093931,4,4579.529040375724,10.5,building_type_default,52.82419665795918,high,1,3.0,1990-1999,14.039604187011719,era1,midrise,ghs_age,1316
218410248,yes,residential,978.3214958963216,3,2934.9644876889647,9.0,building_type_default,46.084863353216434,high,1,1.0,pre-1980,20.771310806274414,era1,midrise,ghs_age,1315
218454589,university,commercial,1685.5391134895503,4,6742.156453958201,10.5,building_type_default,55.268055387221494,high,1,1.0,pre-1980,13.172201156616211,era1,midrise,ghs_age,671
218553870,university,commercial,387.5977571917167,4,1550.3910287668668,10.5,building_type_default,45.9866084112075,high,1,2.0,1980-1989,22.577943801879883,era1,midrise,ghs_age,1275
218553992,university,commercial,277.3517476851839,4,1109.4069907407356,10.5,building_type_default,43.87688503092645,medium,0,1.0,pre-1980,24.766433715820312,era1,midrise,ghs_age,1275
218553998,university,commercial,6.647507046779617,4,26.590028187118467,10.5,building_type_default,21.148862787287335,low,0,1.0,pre-1980,17.90662384033203,era1,midrise,ghs_age,1316
218559657,university,commercial,292.0949046167166,4,1168.3796184668663,10.5,building_type_default,44.2032200090816,medium,0,1.0,pre-1980,17.90662384033203,era1,midrise,ghs_age,1275
218559658,university,commercial,306.1353083415643,4,1224.5412333662573,10.5,building_type_default,44.49908488988618,medium,0,1.0,pre-1980,24.766433715820312,era1,midrise,ghs_age,1275
218559659,university,commercial,1636.9290899382331,4,6547.7163597529325,10.5,building_type_default,55.08313404153557,high,1,1.0,pre-1980,17.90662384033203,era1,midrise,ghs_age,1275
218559660,university,commercial,764.7282895573794,4,3058.9131582295176,10.5,building_type_default,50.27538222156435,high,1,3.0,1990-1999,16.19167137145996,era1,midrise,ghs_age,1275
218559661,university,commercial,876.1972577743644,4,3504.7890310974576,10.5,building_type_default,51.134704904010796,high,1,3.0,1990-1999,16.19167137145996,era1,midrise,ghs_age,1275
218559662,university,commercial,1860.7403656284482,4,7442.961462513793,10.5,building_type_default,55.89297642308053,high,1,3.0,1990-1999,15.98300838470459,era1,midrise,ghs_age,1275
218559663,university,commercial,712.4447068170934,4,2849.778827268374,10.5,building_type_default,49.828204892726085,high,1,1.0,pre-1980,17.90662384033203,era1,midrise,ghs_age,1275
218559664,yes,residential,1173.2112711295856,3,3519.6338133887566,9.0,building_type_default,47.128110385530256,high,1,3.0,1990-1999,16.19167137145996,era1,midrise,ghs_age,1275
224711918,yes,residential,5372.437396738514,3,16117.31219021554,9.0,building_type_default,55.870339513523604,high,1,1.0,pre-1980,13.533915519714355,era1,midrise,ghs_age,671
251982592,yes,residential,9879.518043133688,3,29638.554129401065,9.0,building_type_default,59.37153464028052,high,1,1.0,pre-1980,23.5181884765625,era1,midrise,ghs_age,1342
251982593,yes,residential,1825.3926941381103,3,5476.178082414331,9.0,building_type_default,49.66734329706147,high,1,1.0,pre-1980,17.797510147094727,era1,midrise,ghs_age,1128
268192474,yes,residential,162.44747403233532,3,487.34242209700597,9.0,building_levels,35.79351822218643,low,0,1.0,pre-1980,16.34524154663086,era1,midrise,ghs_age,1091
268748627,school,commercial,1195.8372849016691,3,3587.5118547050074,7.0,building_levels,50.145161658724,high,1,1.0,pre-1980,9.076238632202148,era1,midrise,ghs_age,839
268752132,school,commercial,2066.571710537705,7,14466.001973763934,21.0,building_levels,61.83655272790259,high,1,1.0,pre-1980,14.270323753356934,era1,highrise,ghs_age,839
268758258,yes,residential,2551.9133933481025,2,5103.826786696205,6.0,building_levels,48.95289420870653,high,1,1.0,pre-1980,9.8506441116333,era1,midrise,ghs_age,839
269856520,yes,residential,21963.667165709292,3,65891.00149712787,9.0,building_type_default,63.9635779276925,high,1,1.0,pre-1980,13.263643264770508,era1,midrise,ghs_age,1214
269856955,yes,residential,1148.0524648802366,3,3444.1573946407098,9.0,building_type_default,47.00361070046817,high,1,1.0,pre-1980,17.240747451782227,era1,midrise,ghs_age,839
269856956,school,commercial,1260.3952706282093,4,5041.581082512837,10.5,building_type_default,53.431479269154835,high,1,1.0,pre-1980,17.240747451782227,era1,midrise,ghs_age,839
271093437,school,commercial,584.4892241390162,4,2337.9568965560647,10.5,building_type_default,48.57842078248088,high,1,1.0,pre-1980,9.076238632202148,era1,midrise,ghs_age,839
271093778,school,commercial,1671.330176926223,6,10027.981061557337,17.5,building_levels,59.08461598743654,high,1,1.0,pre-1980,16.003005981445312,era1,midrise,ghs_age,839
271094155,school,commercial,290.19467885335234,3,870.584036560057,7.0,building_levels,41.20795948748621,low,0,1.0,pre-1980,9.8506441116333,era1,midrise,ghs_age,839
271100300,yes,residential,4996.555935008995,3,14989.667805026986,9.0,building_type_default,55.45348876942593,high,1,1.0,pre-1980,15.444367408752441,era1,midrise,ghs_age,839
271100351,yes,residential,719.9146492442767,3,2159.74394773283,9.0,building_type_default,44.323972743503234,medium,0,2.0,1980-1989,12.32847785949707,era1,midrise,ghs_age,1647
271100390,residential,residential,548.7449258991016,3,1646.234777697305,9.0,building_type_default,42.76583669776856,medium,0,2.0,1980-1989,12.32847785949707,era1,midrise,ghs_age,1647
271100433,yes,residential,507.27973432790304,3,1521.8392029837091,9.0,building_type_default,42.31505098460148,medium,0,2.0,1980-1989,12.32847785949707,era1,midrise,ghs_age,1647
271100603,residential,residential,1105.1176439985907,3,3315.352931995772,9.0,building_type_default,46.7847123004846,high,1,2.0,1980-1989,12.32847785949707,era1,midrise,ghs_age,1606
271100626,residential,residential,593.8223300414373,3,1781.466990124312,9.0,building_type_default,43.218840693849145,medium,0,1.0,pre-1980,12.426916122436523,era1,midrise,ghs_age,1606
271100738,university,commercial,5578.601539586749,4,22314.406158346996,10.5,building_type_default,62.83312512323443,high,1,1.0,pre-1980,16.682077407836914,era1,midrise,ghs_age,839
271101741,residential,residential,559.1313412851023,3,1677.3940238553068,9.0,building_type_default,42.87342462967006,medium,0,1.0,pre-1980,12.426916122436523,era1,midrise,ghs_age,1606
271101742,residential,residential,587.1176787412303,3,1761.3530362236909,9.0,building_type_default,43.15368117268679,medium,0,1.0,pre-1980,12.426916122436523,era1,midrise,ghs_age,1606
271101743,residential,residential,669.4489744027272,3,2008.3469232081816,9.0,building_type_default,43.90680977000708,medium,0,1.0,pre-1980,12.426916122436523,era1,midrise,ghs_age,1606
271101744,residential,residential,718.6014999138874,3,2155.8044997416623,9.0,building_type_default,44.31349287426098,medium,0,1.0,pre-1980,12.688899993896484,era1,midrise,ghs_age,1606
271101745,residential,residential,716.5323317422301,3,2149.5969952266905,9.0,building_type_default,44.296940563372665,medium,0,1.0,pre-1980,12.688899993896484,era1,midrise,ghs_age,1606
271101746,residential,residential,691.7418287726114,3,2075.225486317834,9.0,building_type_default,44.094831268532495,medium,0,1.0,pre-1980,12.688899993896484,era1,midrise,ghs_age,1606
271101747,residential,residential,577.6061131552002,3,1732.8183394656007,9.0,building_type_default,43.05995662940503,medium,0,1.0,pre-1980,13.256933212280273,era1,midrise,ghs_age,1606
271101748,residential,residential,644.8329632260737,3,1934.498889678221,9.0,building_type_default,43.69178962326414,medium,0,1.0,pre-1980,12.688899993896484,era1,midrise,ghs_age,1606
271101749,residential,residential,613.0800603207954,3,1839.2401809623861,9.0,building_type_default,43.40199214409882,medium,0,1.0,pre-1980,12.688899993896484,era1,midrise,ghs_age,1606
271101775,house,residential,2511.1473429211246,3,7533.442028763374,9.0,building_type_default,51.4998323202597,high,1,2.0,1980-1989,9.398455619812012,era1,midrise,ghs_age,839
272333087,yes,residential,8573.97588744115,7,60017.831212088044,21.0,raw_height,64.39166956081195,high,1,3.0,1990-1999,10.896288871765137,era1,highrise,ghs_age,790
272516773,university,commercial,3106.5952803547016,4,12426.381121418806,10.5,building_type_default,59.1324808016085,high,1,1.0,pre-1980,13.618535041809082,era1,midrise,ghs_age,796
272516774,university,commercial,1463.5613908155933,4,5854.245563262373,10.5,building_type_default,54.37573767303382,high,1,1.0,pre-1980,16.845373153686523,era1,midrise,ghs_age,796
272516776,university,commercial,3112.109863812068,4,12448.439455248272,10.5,building_type_default,59.14369131894055,high,1,1.0,pre-1980,13.967317581176758,era1,midrise,ghs_age,796
272516779,university,commercial,3451.412362571034,4,13805.649450284136,10.5,building_type_default,59.79781113608159,high,1,1.0,pre-1980,13.52376937866211,era1,midrise,ghs_age,796
272516788,university,commercial,1648.813460210818,4,6595.253840843272,10.5,building_type_default,55.128846303010135,high,1,1.0,pre-1980,17.78464126586914,era1,midrise,ghs_age,797
272516790,university,commercial,1718.1650794261514,4,6872.660317704605,10.5,building_type_default,55.389205042862834,high,1,1.0,pre-1980,15.729722023010254,era1,midrise,ghs_age,797
273251507,commercial,commercial,6464.542154319308,16,103432.67446910893,48.0,raw_height,75.56398248579528,high,1,1.0,pre-1980,38.542030334472656,era1,highrise,ghs_age,1046
273258321,commercial,commercial,8779.160852459816,4,35116.643409839264,10.5,building_type_default,65.69982534339135,high,1,1.0,pre-1980,32.64375686645508,era1,midrise,ghs_age,1045
273260769,commercial,commercial,4677.485521849469,4,18709.942087397874,10.5,building_type_default,61.719375359562214,high,1,1.0,pre-1980,30.768125534057617,era1,midrise,ghs_age,1087
273262764,hotel,commercial,867.0079545279684,27,23409.21477225515,80.0,raw_height,66.95867204758879,high,1,1.0,pre-1980,18.61164093017578,era1,highrise,ghs_age,1128
273264889,commercial,commercial,9818.410609595787,4,39273.64243838315,10.5,building_type_default,66.40715522705491,high,1,1.0,pre-1980,22.370311737060547,era1,midrise,ghs_age,1210
273267138,yes,residential,3071.308489171078,3,9213.925467513232,9.0,building_type_default,52.656889513457685,high,1,1.0,pre-1980,42.164608001708984,era1,midrise,ghs_age,1127
273730025,yes,residential,2033.6782660646759,3,6101.034798194028,9.0,building_type_default,50.288116511880574,high,1,1.0,pre-1980,12.212483406066895,era1,midrise,ghs_age,1496
273730321,commercial,commercial,3623.163872112268,4,14492.655488449072,10.5,building_type_default,60.10479469232827,high,1,1.0,pre-1980,21.900287628173828,era1,midrise,ghs_age,1454
273732723,commercial,commercial,10189.50621039213,4,40758.02484156852,10.5,building_type_default,66.64170918402745,high,1,1.0,pre-1980,18.367746353149414,era1,midrise,ghs_age,1493
273735622,school,commercial,380.3179289536643,4,1521.2717158146572,10.5,building_type_default,45.86703259573793,high,1,1.0,pre-1980,21.330350875854492,era1,midrise,ghs_age,1169
273735623,school,commercial,494.8040614972268,4,1979.2162459889073,10.5,building_type_default,47.52711652681913,high,1,1.0,pre-1980,14.046247482299805,era1,midrise,ghs_age,1210
273805445,school,commercial,1306.7990482047808,4,5227.196192819123,10.5,building_type_default,53.65991080473045,high,1,1.0,pre-1980,32.207420349121094,era1,midrise,ghs_age,1169
273805446,school,commercial,479.74421638393505,4,1918.9768655357402,10.5,building_type_default,47.33208102935726,high,1,1.0,pre-1980,20.504131317138672,era1,midrise,ghs_age,1169
273909857,apartments,residential,834.1247286872259,3,2502.374186061678,9.0,building_type_default,45.16930087274905,medium,0,2.0,1980-1989,17.90212059020996,era1,midrise,ghs_age,1452
273910867,apartments,residential,725.7684973089442,3,2177.3054919268325,9.0,building_type_default,44.370459586473075,medium,0,3.0,1990-1999,14.992840766906738,era1,midrise,ghs_age,1452
273910868,apartments,residential,887.278082532008,3,2661.8342475960244,9.0,building_type_default,45.52398470826963,high,1,2.0,1980-1989,17.90212059020996,era1,midrise,ghs_age,1452
273910870,apartments,residential,694.4314257375208,3,2083.2942772125625,9.0,building_type_default,44.11710555676631,medium,0,3.0,1990-1999,14.992840766906738,era1,midrise,ghs_age,1452
273910872,apartments,residential,893.4186555103228,3,2680.255966530968,9.0,building_type_default,45.56358450014963,high,1,1.0,pre-1980,12.628618240356445,era1,midrise,ghs_age,1452
273910873,apartments,residential,540.8879133026697,3,1622.6637399080091,9.0,building_type_default,42.683090486913656,medium,0,3.0,1990-1999,12.081086158752441,era1,midrise,ghs_age,1452
273910875,apartments,residential,768.767678915234,3,2306.3030367457022,9.0,building_type_default,44.70086890162158,medium,0,1.0,pre-1980,12.628618240356445,era1,midrise,ghs_age,1452
273910876,apartments,residential,594.9377709983398,3,1784.8133129950195,9.0,building_type_default,43.229609862993726,medium,0,3.0,1990-1999,12.081086158752441,era1,midrise,ghs_age,1452
273930062,apartments,residential,780.9415377600853,3,2342.824613280256,9.0,building_type_default,44.791064759015754,medium,0,1.0,pre-1980,12.628618240356445,era1,midrise,ghs_age,1452
273930064,apartments,residential,637.2395220444744,3,1911.718566133423,9.0,building_type_default,43.623804496108114,medium,0,1.0,pre-1980,9.071175575256348,era1,midrise,ghs_age,1452
273930065,apartments,residential,352.0596504109193,3,1056.1789512327578,9.0,building_type_default,40.220446211648486,low,0,1.0,pre-1980,12.628618240356445,era1,midrise,ghs_age,1452
273930066,apartments,residential,837.1640998122932,3,2511.49229943688,9.0,building_type_default,45.19018291921492,medium,0,1.0,pre-1980,9.071175575256348,era1,midrise,ghs_age,1452
273930067,apartments,residential,938.3012110195898,3,2814.9036330587696,9.0,building_type_default,45.84502791664241,high,1,1.0,pre-1980,9.071175575256348,era1,midrise,ghs_age,1452
273930068,apartments,residential,952.6936831033688,3,2858.081049310106,9.0,building_type_default,45.932436499704046,high,1,1.0,pre-1980,9.071175575256348,era1,midrise,ghs_age,1452
273930069,apartments,residential,405.18608433461725,3,1215.5582530038519,9.0,building_type_default,41.026192594545954,low,0,1.0,pre-1980,11.272141456604004,era1,midrise,ghs_age,1452
273930071,apartments,residential,364.4449922021198,3,1093.3349766063593,9.0,building_type_default,40.41863596465702,low,0,1.0,pre-1980,11.272141456604004,era1,midrise,ghs_age,1452
