grid_id,building_count,dominant_era,district,R5_savings_GWh,annual_pv_GWh,co2_avoided_kt,rank_integrated,centroid_lon,centroid_lat,baseline_carbon_kt
1157,23,era2,Tianxin,10.4338,3.041,7.6847,64,112.9839,28.1435,inf
796,38,era1,Yuelu,21.5243,7.9203,16.7922,65,112.9388,28.1803,inf
1137,28,era1,Furong,16.3154,4.7485,12.0127,65,112.9806,28.2383,inf
725,11,era3,Yuelu,4.6029,6.0243,6.0607,67,112.9295,28.23,inf
670,45,era2,Yuelu,15.2963,5.6473,11.9441,68,112.9232,28.167,inf
747,22,era3,Yuelu,6.2135,4.6872,6.2166,69,112.933,28.1443,inf
1155,26,era2,Tianxin,7.5609,3.7964,6.4771,70,112.9837,28.1345,inf
1197,41,era2,Tianxin,16.7606,6.5129,13.2729,71,112.9889,28.1389,inf
519,47,era2,Yuelu,12.998,5.8023,10.7218,72,112.9039,28.2259,inf
1136,31,era1,Furong,22.4608,6.5367,16.5373,73,112.9805,28.2338,inf
518,73,era2,Yuelu,19.2416,6.5345,14.7001,74,112.9038,28.2214,inf
974,4,era3,Kaifu,4.7769,4.1218,5.075,75,112.9603,28.2431,inf
1290,52,era1,Furong,35.0156,8.6521,24.9037,76,113.0,28.1884,inf
893,34,era2,Kaifu,15.1774,7.3267,12.8341,77,112.9502,28.2478,inf
1497,3,era2,Furong,8.5105,4.4112,7.3692,78,113.0256,28.1971,inf
1214,2,era1,Furong,11.1813,3.5308,8.3903,79,112.9903,28.2156,inf
1236,22,era3,Tianxin,9.5528,3.1521,7.2456,80,112.9938,28.1298,inf
1201,68,era1,Tianxin,28.8939,6.6791,20.2873,81,112.9893,28.157,inf
1492,49,era2,Furong,14.9746,4.8867,11.3269,82,113.0252,28.1745,inf
928,17,era2,Yuelu,10.2456,1.9525,6.9566,83,112.9548,28.2206,inf
1195,31,era2,Tianxin,8.8087,4.4024,7.5343,84,112.9888,28.1299,inf
1258,18,era1,Furong,15.6737,5.8051,12.2493,85,112.9957,28.2291,inf
678,27,era1,Yuelu,8.0787,3.6255,6.6749,86,112.9239,28.203,inf
1182,3,era3,Kaifu,3.7117,1.5542,3.0032,87,112.986,28.2563,inf
1396,28,era2,Tianxin,12.0858,5.5477,10.0564,88,113.0139,28.1115,inf
932,5,era2,Kaifu,9.8077,0.8185,6.0601,88,112.9551,28.2387,inf
1250,87,era1,Furong,30.1236,6.2758,20.7586,90,112.995,28.193,inf
1141,4,era2,Kaifu,5.9665,3.6137,5.4636,91,112.9809,28.2564,inf
1098,2,era2,Kaifu,3.9272,3.8908,4.4586,92,112.9756,28.2474,inf
1169,61,era1,Furong,24.1788,2.5135,15.2226,93,112.9849,28.1977,inf
1163,28,era1,Furong,16.8641,3.2332,11.4615,94,112.9844,28.1706,inf
831,28,era2,Tianxin,9.9911,3.8312,7.8828,95,112.9434,28.1531,inf
1649,21,era3,Yuhua,5.8776,4.5465,5.9449,96,113.045,28.1426,inf
1275,15,era2,Tianxin,5.8967,4.3406,5.8383,97,112.9988,28.1207,inf
1371,24,era2,Furong,16.9756,7.5482,13.9859,98,113.0101,28.1838,inf
1160,60,era1,Tianxin,20.8675,4.7767,14.6249,99,112.9842,28.1571,inf
1133,5,era1,Furong,10.2337,3.1066,7.608,100,112.9802,28.2203,inf
1123,3,era1,Furong,11.0175,1.5196,7.1499,101,112.9794,28.1752,inf
1045,29,era1,Tianxin,18.4592,4.2137,12.9304,102,112.9696,28.1934,inf
749,7,era2,Yuelu,5.8119,3.2002,5.1396,103,112.9332,28.1533,inf
276,9,era3,Yuelu,2.9329,1.9312,2.774,104,112.8736,28.2398,inf
806,68,era1,Yuelu,22.7261,5.6015,16.1552,105,112.9396,28.2254,inf
1460,19,era2,Furong,8.3737,3.7573,6.9183,106,113.0209,28.2152,inf
1200,66,era1,Tianxin,22.4352,4.8407,15.5554,107,112.9892,28.1525,inf
931,2,era1,Kaifu,9.8784,0.4904,5.9133,108,112.955,28.2342,inf
1283,50,era1,Tianxin,23.9047,6.0022,17.0559,109,112.9994,28.1568,inf
1574,50,era2,Furong,13.3507,4.7933,10.3475,110,113.0354,28.1744,inf
1078,31,era2,Tianxin,10.8931,3.7221,8.335,111,112.974,28.1572,inf
1100,14,era2,Kaifu,10.4931,5.0202,8.8472,112,112.9758,28.2564,inf
1302,25,era3,Furong,6.6817,2.568,5.2751,113,113.001,28.2425,inf
709,4,era3,Yuelu,2.6608,3.9343,3.7612,114,112.9282,28.1579,inf
1068,22,era3,Tianxin,4.5615,6.2836,6.185,115,112.9732,28.1121,inf
672,40,era2,Yuelu,16.1928,6.6082,13.0034,116,112.9234,28.176,inf
874,14,era2,Tianxin,6.6624,1.6712,4.7527,117,112.9486,28.1621,inf
723,41,era2,Yuelu,13.9504,5.6252,11.164,118,112.9293,28.221,inf
1129,22,era1,Furong,16.1044,3.8201,11.363,119,112.9799,28.2022,inf
1342,24,era2,Furong,7.8243,3.4094,6.4066,120,113.006,28.238,inf
1238,18,era2,Tianxin,7.759,2.7054,5.9678,121,112.994,28.1389,inf
887,44,era2,Yuelu,15.9489,4.0214,11.389,122,112.9497,28.2207,inf
847,64,era2,Yuelu,23.8071,6.4557,17.2589,123,112.9447,28.2253,inf
682,57,era3,Yuelu,9.0551,3.4801,7.1488,124,112.9242,28.2211,inf
600,71,era2,Yuelu,13.4016,4.5817,10.2559,125,112.914,28.2212,inf
1037,49,era2,Tianxin,12.3025,3.2769,8.8849,126,112.9689,28.1573,inf
1075,13,era1,Tianxin,7.2352,2.8467,5.7497,127,112.9737,28.1437,inf
993,11,era1,Tianxin,7.7683,2.4493,5.8271,128,112.9636,28.1438,inf
270,6,era3,Yuelu,2.2935,3.7441,3.4433,129,112.8731,28.2128,inf
728,16,era3,Yuelu,2.7116,3.2837,3.4191,130,112.9297,28.2436,inf
1191,32,era3,Tianxin,7.9601,4.2439,6.96,131,112.9884,28.1119,inf
1479,1,era2,Yuhua,7.6099,4.0398,6.6438,132,113.0241,28.1159,inf
1607,18,era1,Yuhua,8.2788,2.6385,6.2261,133,113.0398,28.1382,inf
1451,78,era2,Furong,26.736,8.8824,20.3132,134,113.0201,28.1746,inf
811,38,era2,Yuelu,9.1165,4.2833,7.6419,135,112.94,28.2479,inf
846,22,era1,Yuelu,16.3308,3.8921,11.5331,136,112.9446,28.2208,inf
1210,91,era1,Furong,31.4996,4.8876,20.7516,137,112.99,28.1976,inf
721,5,era2,Yuelu,3.5362,2.9985,3.7267,138,112.9291,28.212,inf
1115,12,era3,Tianxin,3.6336,2.3929,3.4369,139,112.9787,28.1391,inf
1248,111,era1,Furong,31.5317,4.4449,20.5174,140,112.9948,28.184,inf
1243,52,era1,Tianxin,38.8118,10.0039,27.8396,141,112.9944,28.1614,inf
1121,82,era1,Tianxin,20.9202,3.6294,14.0007,142,112.9792,28.1662,inf
1541,37,era2,Furong,12.6153,2.3976,8.5619,143,113.031,28.2105,inf
1314,21,era2,Tianxin,6.0013,3.1381,5.2122,144,113.0037,28.1117,inf
794,44,era2,Yuelu,17.7114,6.3295,13.7105,145,112.9386,28.1712,inf
1376,36,era2,Furong,14.2544,5.2801,11.1405,146,113.0105,28.2063,inf
1244,87,era1,Tianxin,24.3817,3.8154,16.0808,147,112.9945,28.1659,inf
395,14,era3,Yuelu,2.9535,4.5899,4.302,148,112.8886,28.2216,inf
726,5,era3,Yuelu,3.4692,2.4686,3.3863,149,112.9296,28.2345,inf
1341,49,era1,Furong,21.4633,4.8613,15.0129,150,113.006,28.2334,inf
752,68,era2,Yuelu,16.1495,5.1018,12.1196,151,112.9334,28.1668,inf
1251,53,era1,Furong,18.1967,4.0786,12.7036,152,112.9951,28.1975,inf
1336,73,era2,Furong,14.0226,3.1738,9.8071,153,113.0055,28.2109,inf
882,6,era1,Tianxin,5.8027,2.482,4.7248,154,112.9493,28.1982,inf
1159,51,era2,Tianxin,9.6298,3.1345,7.2795,155,112.9841,28.1525,inf
1202,63,era1,Tianxin,21.1967,4.0505,14.3985,155,112.9893,28.1615,inf
640,59,era2,Yuelu,10.6897,3.6849,8.1978,157,112.919,28.2166,inf
1648,20,era2,Yuhua,6.9546,3.3758,5.8914,158,113.0449,28.1381,inf
1039,70,era1,Tianxin,19.9334,4.0431,13.6738,159,112.9691,28.1663,inf
603,4,era3,Yuelu,2.6718,0.7517,1.9524,159,112.9143,28.2348,inf
1036,69,era1,Tianxin,16.8088,3.0363,11.3177,161,112.9688,28.1528,inf
1241,34,era2,Tianxin,10.9707,4.3586,8.7423,162,112.9943,28.1524,inf
227,16,era2,Yuelu,4.3349,3.5831,4.5156,163,112.8679,28.2038,inf
1114,8,era3,Tianxin,3.0034,3.0252,3.4381,164,112.9787,28.1346,inf
1333,37,era1,Furong,24.7766,6.6311,17.9118,165,113.0053,28.1974,inf
687,44,era3,Yuelu,4.2377,5.0977,5.324,166,112.9246,28.2436,inf
1096,25,era1,Furong,8.4531,2.6295,6.3204,167,112.9755,28.2384,inf
1119,67,era2,Tianxin,13.3677,3.6652,9.7139,168,112.9791,28.1571,inf
688,21,era3,Yuelu,2.5858,3.6636,3.564,169,112.9247,28.2481,inf
1245,79,era1,Furong,23.1394,4.0287,15.494,170,112.9946,28.1704,inf
766,14,era2,Yuelu,6.3564,4.2712,6.0609,170,112.9346,28.23,inf
1035,84,era1,Tianxin,23.4319,3.7172,15.4831,172,112.9687,28.1483,inf
763,40,era1,Yuelu,10.8936,2.7713,7.7931,173,112.9343,28.2164,inf
686,48,era3,Yuelu,4.4227,4.2113,4.924,173,112.9245,28.2391,inf
641,61,era2,Yuelu,11.0278,2.9325,7.9616,175,112.9191,28.2212,inf
1413,4,era1,Furong,8.8707,2.8059,6.6592,176,113.0153,28.1882,inf
1120,81,era2,Tianxin,21.4311,5.0301,15.0908,177,112.9792,28.1616,inf
1300,18,era1,Furong,8.677,2.465,6.3543,177,113.0009,28.2335,inf
746,1,era3,Other,1.478,2.4402,2.2346,179,112.9329,28.1397,inf
358,19,era3,Yuelu,5.3339,2.1364,4.2603,179,112.8838,28.2397,inf
848,26,era2,Yuelu,6.1241,3.0885,5.2539,181,112.9448,28.2298,inf
764,65,era2,Yuelu,18.7885,5.4448,13.8202,181,112.9344,28.2209,inf
1006,29,era1,Yuelu,22.3896,6.3734,16.4035,183,112.9646,28.2025,inf
613,34,era3,Yuelu,3.9966,4.8558,5.0486,184,112.9151,28.2799,inf
1247,111,era1,Furong,30.0743,4.8866,19.9382,185,112.9948,28.1795,inf
1067,48,era3,Tianxin,5.8243,4.8281,6.0751,186,112.9731,28.1076,inf
1489,14,era2,Yuhua,6.4818,2.9219,5.363,187,113.025,28.161,inf
724,51,era3,Yuelu,5.706,3.8551,5.4527,188,112.9294,28.2255,inf
812,1,era2,Yuelu,5.2525,2.7883,4.5857,189,112.9401,28.2524,inf
1240,31,era2,Tianxin,8.017,3.5818,6.6148,190,112.9942,28.1479,inf
1196,62,era2,Tianxin,8.7559,3.0569,6.7369,191,112.9888,28.1344,inf
271,5,era3,Yuelu,1.7804,2.823,2.6253,192,112.8732,28.2173,inf
1292,47,era1,Furong,16.7578,2.3163,10.8779,193,113.0002,28.1974,inf
1259,30,era2,Furong,12.9334,4.2959,9.8259,193,112.9958,28.2336,inf
393,30,era3,Yuelu,5.5318,3.6726,5.2493,195,112.8884,28.2126,inf
629,12,era2,Yuelu,4.4646,2.4972,3.9703,195,112.9182,28.167,inf
1355,16,era2,Tianxin,3.5911,3.7481,4.1856,197,113.0088,28.1116,inf
787,42,era2,Other,9.2098,2.124,6.4637,198,112.938,28.1397,inf
1286,96,era1,Furong,30.2342,3.7575,19.3855,199,112.9997,28.1704,inf
475,42,era2,Yuelu,8.9583,2.8535,6.7363,200,112.8986,28.2124,inf
1493,14,era2,Furong,8.3135,2.4045,6.1125,200,113.0253,28.179,inf
1206,24,era1,Furong,12.9216,3.3088,9.2562,202,112.9897,28.1795,inf
852,50,era3,Kaifu,5.8494,2.8356,4.953,203,112.9451,28.2479,inf
1203,64,era1,Tianxin,21.956,4.7862,15.2511,203,112.9894,28.166,inf
282,41,era3,Yuelu,6.2777,5.7538,6.8616,205,112.8741,28.2669,inf
1261,21,era3,Furong,3.0675,2.5127,3.1824,206,112.9959,28.2426,inf
1606,26,era2,Yuhua,10.8092,2.5164,7.5996,207,113.0397,28.1337,inf
891,7,era1,Kaifu,7.4814,0.4831,4.5421,208,112.95,28.2388,inf
1193,37,era3,Tianxin,8.7204,5.3469,8.0226,209,112.9886,28.1209,inf
1074,4,era3,Tianxin,2.415,2.2007,2.6323,210,112.9737,28.1392,inf
1688,1,era2,Yuhua,5.6097,2.9779,4.8975,210,113.0499,28.1335,inf
1273,12,era2,Tianxin,4.9481,2.5424,4.2718,212,112.9986,28.1117,inf
1080,73,era2,Tianxin,12.9455,2.1914,8.6326,213,112.9741,28.1662,inf
1343,12,era3,Furong,3.3254,2.3533,3.2386,214,113.0061,28.2425,inf
351,31,era3,Yuelu,2.7626,3.3786,3.5023,215,112.8832,28.2081,inf
1242,70,era2,Tianxin,13.6859,2.8082,9.4066,216,112.9943,28.1569,inf
1458,9,era2,Furong,8.007,3.3957,6.503,217,113.0207,28.2062,inf
1091,46,era1,Furong,30.7085,2.3201,18.8362,218,112.9751,28.2158,inf
602,3,era2,Yuelu,6.4736,0.5403,4.0,219,112.9142,28.2302,inf
268,9,era3,Yuelu,2.5103,2.8011,3.0291,220,112.873,28.2037,inf
1520,20,era3,Yuhua,2.3948,2.608,2.8531,221,113.0292,28.1158,inf
1094,10,era2,Furong,8.455,2.8212,6.4308,222,112.9753,28.2294,inf
805,74,era1,Yuelu,23.2437,3.9883,15.5304,223,112.9395,28.2209,inf
1326,62,era1,Tianxin,18.6413,3.2576,12.4889,224,113.0047,28.1658,inf
1237,49,era2,Tianxin,8.7663,3.3315,6.8994,225,112.9939,28.1344,inf
1356,1,era2,Tianxin,6.2038,3.2933,5.4162,226,113.0089,28.1161,inf
711,73,era2,Yuelu,15.7696,4.1931,11.3847,226,112.9283,28.1669,inf
1198,61,era2,Tianxin,15.2209,3.9477,10.9319,228,112.989,28.1435,inf
1287,96,era1,Furong,24.8199,2.9691,15.8481,229,112.9998,28.1749,inf
1327,64,era1,Furong,24.3313,5.8432,17.2085,230,113.0048,28.1703,inf
643,19,era3,Yuelu,2.459,2.699,2.9416,231,112.9193,28.2302,inf
1565,39,era2,Yuhua,8.1112,2.2746,5.923,232,113.0346,28.1338,inf
927,4,era2,Yuelu,5.7948,0.6425,3.6712,233,112.9547,28.2161,inf
1083,34,era1,Furong,12.3515,2.9614,8.733,234,112.9744,28.1798,inf
1194,44,era3,Tianxin,3.9769,3.0245,3.9929,235,112.9887,28.1254,inf
1125,81,era1,Furong,44.4062,2.8308,26.9393,235,112.9796,28.1842,inf
1076,52,era2,Tianxin,14.8816,3.0966,10.253,237,112.9738,28.1482,inf
1161,72,era2,Tianxin,13.6995,1.679,8.7704,238,112.9842,28.1616,inf
517,127,era2,Yuelu,22.0253,7.001,16.5537,239,112.9038,28.2169,inf
1566,23,era2,Yuhua,5.8104,2.3366,4.6462,240,113.0347,28.1383,inf
1277,11,era2,Tianxin,3.0113,2.122,2.9275,241,112.9989,28.1298,inf
1154,20,era3,Tianxin,3.6606,2.3635,3.4356,242,112.9837,28.13,inf
1103,49,era2,Kaifu,7.9508,2.871,6.1717,243,112.9761,28.27,inf
885,50,era1,Yuelu,12.1753,1.3559,7.7169,244,112.9495,28.2117,inf
1332,132,era1,Furong,36.2251,5.8239,23.9805,245,113.0052,28.1928,inf
1246,105,era1,Furong,26.7224,3.7978,17.4057,246,112.9947,28.175,inf
531,67,era3,Yuelu,4.9237,3.7711,4.9586,247,112.9049,28.28,inf
1337,43,era3,Furong,5.5158,2.7073,4.6896,248,113.0056,28.2154,inf
1282,20,era2,Tianxin,8.5389,3.3126,6.7589,248,112.9993,28.1523,inf
1118,60,era2,Tianxin,13.7256,1.56,8.7174,250,112.979,28.1526,inf
642,90,era2,Yuelu,12.8321,4.8569,10.088,251,112.9192,28.2257,inf
1079,40,era2,Tianxin,10.6585,2.2484,7.3608,252,112.9741,28.1617,inf
1647,24,era2,Yuhua,10.0384,3.2646,7.5867,252,113.0448,28.1336,inf
999,9,era1,Tianxin,6.5347,2.4851,5.144,254,112.9641,28.1709,inf
896,31,era2,Kaifu,6.103,3.1084,5.2532,255,112.9504,28.2613,inf
1288,120,era1,Furong,25.4688,3.0683,16.2747,256,112.9999,28.1794,inf
748,14,era2,Yuelu,5.8669,2.9602,5.0341,257,112.9331,28.1488,inf
762,5,era2,Yuelu,2.2698,1.6782,2.2516,258,112.9342,28.2119,inf
1049,62,era1,Yuelu,23.8734,3.108,15.3875,259,112.9699,28.2114,inf
1372,20,era1,Furong,9.3687,2.6023,6.8271,260,113.0102,28.1883,inf
1127,264,era1,Furong,34.0411,2.178,20.6557,261,112.9797,28.1932,inf
1331,66,era1,Furong,23.7638,5.1283,16.4772,262,113.0051,28.1883,inf
1608,9,era2,Yuhua,6.6977,3.3164,5.7111,263,113.0399,28.1427,inf
1329,64,era1,Furong,26.0362,6.2551,18.4157,264,113.0049,28.1793,inf
994,74,era2,Tianxin,10.1543,1.2301,6.4925,265,112.9636,28.1483,inf
1158,26,era2,Tianxin,5.5291,2.3344,4.4845,266,112.984,28.148,inf
1330,101,era1,Furong,30.8253,5.8112,20.8938,267,113.005,28.1838,inf
1205,32,era1,Furong,11.4448,2.4408,7.9189,268,112.9896,28.175,inf
507,1,era3,Yuelu,0.737,1.2168,1.1142,269,112.903,28.1717,inf
1232,32,era3,Tianxin,4.3505,2.5042,3.9093,270,112.9935,28.1118,inf
1038,67,era1,Tianxin,16.3832,2.8123,10.9472,271,112.969,28.1618,inf
1249,116,era1,Furong,30.5643,4.5823,20.0441,272,112.9949,28.1885,inf
1368,64,era1,Furong,14.8159,3.0988,10.2167,273,113.0099,28.1702,inf
851,13,era3,Yuelu,2.9903,1.841,2.7553,274,112.945,28.2433,inf
601,32,era2,Yuelu,8.4831,3.5072,6.8381,275,112.9141,28.2257,inf
1001,2,era1,Tianxin,4.715,1.4889,3.5381,276,112.9642,28.1799,inf
1199,44,era2,Tianxin,9.5765,2.4915,6.8824,277,112.9891,28.148,inf
1328,85,era1,Furong,18.4497,2.0537,11.6931,278,113.0049,28.1748,inf
1377,66,era2,Furong,10.3304,2.3724,7.2444,279,113.0106,28.2108,inf
522,9,era3,Yuelu,2.3148,2.2128,2.5821,280,112.9042,28.2394,inf
1334,36,era1,Furong,15.2405,3.3228,10.5866,280,113.0054,28.2019,inf
440,17,era3,Yuelu,3.8598,2.5241,3.6407,282,112.894,28.2396,inf
1109,8,era3,Tianxin,2.0852,1.9304,2.2901,283,112.9782,28.112,inf
1153,25,era3,Tianxin,3.4708,1.8205,3.0176,283,112.9836,28.1255,inf
1110,7,era3,Tianxin,1.5986,2.3167,2.2329,285,112.9783,28.1165,inf
599,42,era2,Yuelu,8.1561,3.0315,6.3803,286,112.9139,28.2167,inf
729,30,era3,Yuelu,2.4646,2.8802,3.0481,287,112.9298,28.2481,inf
1142,8,era2,Kaifu,2.0763,1.7837,2.2014,288,112.981,28.2609,inf
1128,134,era1,Furong,119.4493,8.1857,72.7902,289,112.9798,28.1977,inf
767,6,era3,Yuelu,1.5133,1.8275,1.9053,289,112.9346,28.2345,inf
683,81,era2,Yuelu,8.8694,1.7379,6.0494,289,112.9243,28.2256,inf
998,47,era1,Tianxin,10.3724,2.0091,7.0612,292,112.964,28.1664,inf
765,52,era2,Yuelu,10.3575,3.0818,7.6645,293,112.9345,28.2255,inf
1126,118,era1,Furong,29.7199,3.358,18.8643,294,112.9797,28.1887,inf
1375,39,era1,Furong,12.9521,2.9514,9.0697,295,113.0105,28.2018,inf
1047,176,era1,Yuelu,30.7855,5.9259,20.9365,296,112.9697,28.2024,inf
971,6,era2,Yuelu,5.9501,0.3558,3.5962,297,112.96,28.2296,inf
809,4,era2,Yuelu,1.4046,1.8019,1.8287,298,112.9398,28.2389,inf
837,35,era2,Tianxin,10.727,3.8299,8.3018,299,112.9439,28.1802,inf
1209,94,era1,Furong,32.4604,4.2549,20.9387,300,112.9899,28.1931,inf
1437,3,era2,Tianxin,1.5887,1.285,1.6389,301,113.0189,28.1114,inf
506,1,era3,Yuelu,0.6421,1.0602,0.9708,302,112.9029,28.1672,inf
1335,66,era2,Furong,12.2583,3.4893,8.9808,303,113.0054,28.2064,inf
1072,20,era2,Tianxin,4.3061,2.072,3.6374,304,112.9735,28.1301,inf
1077,36,era2,Tianxin,7.7593,1.7608,5.4293,305,112.9739,28.1527,inf
1564,34,era3,Yuhua,2.6657,2.161,2.7527,306,113.0345,28.1292,inf
1173,22,era1,Furong,7.7514,1.5406,5.2993,307,112.9852,28.2157,inf
838,17,era3,Tianxin,3.5885,1.5791,2.9471,308,112.9439,28.1847,inf
1364,41,era2,Tianxin,8.1295,1.3714,5.4184,309,113.0095,28.1522,inf
788,24,era2,Yuelu,4.1108,1.4859,3.1918,310,112.9381,28.1442,inf
886,32,era1,Yuelu,9.8594,2.0075,6.7677,311,112.9496,28.2162,inf
1116,5,era2,Tianxin,4.5821,1.9185,3.7073,312,112.9788,28.1436,inf
888,30,era2,Yuelu,8.3655,2.148,5.9958,312,112.9498,28.2252,inf
1168,219,era1,Furong,42.5635,3.8111,26.4475,314,112.9848,28.1931,inf
680,35,era2,Yuelu,6.204,1.3919,4.3319,315,112.9241,28.2121,inf
1069,9,era3,Tianxin,1.4375,1.8923,1.899,316,112.9732,28.1166,inf
1289,130,era1,Furong,28.5946,2.5009,17.7338,317,112.9999,28.1839,inf
1281,1,era3,Tianxin,0.4633,0.765,0.7005,318,112.9993,28.1478,inf
1291,29,era1,Furong,11.2876,1.1514,7.094,319,113.0001,28.1929,inf
894,35,era2,Kaifu,4.4234,2.4061,3.8949,320,112.9503,28.2523,inf
830,20,era2,Tianxin,5.0174,2.2093,4.1214,320,112.9433,28.1486,inf
1152,29,era2,Tianxin,5.0487,2.0299,4.0369,322,112.9835,28.121,inf
1086,107,era1,Furong,70.7455,4.7354,43.0468,323,112.9746,28.1933,inf
1117,19,era1,Tianxin,6.5891,1.3922,4.5517,324,112.9789,28.1481,inf
679,6,era2,Yuelu,2.3255,1.4015,2.1255,325,112.924,28.2076,inf
1285,81,era1,Tianxin,19.3949,2.0523,12.2314,325,112.9996,28.1659,inf
707,13,era2,Yuelu,3.3434,1.8322,2.9516,327,112.928,28.1488,inf
1563,22,era2,Yuhua,4.5131,2.126,3.7863,327,113.0345,28.1247,inf
881,21,era2,Tianxin,5.2384,2.2125,4.2493,329,112.9492,28.1937,inf
1378,41,era2,Furong,7.1715,1.7675,5.0979,330,113.0107,28.2153,inf
1208,83,era1,Furong,18.4116,1.9565,11.616,331,112.9898,28.1886,inf
1605,27,era3,Yuhua,2.1232,2.4679,2.6183,332,113.0396,28.1292,inf
828,10,era2,Tianxin,2.0758,1.6487,2.1241,333,112.9431,28.1396,inf
1224,3,era3,Kaifu,1.2467,0.9021,1.2254,334,112.9912,28.2607,inf
1167,191,era1,Furong,30.4536,2.2591,18.6561,335,112.9847,28.1886,inf
1567,7,era1,Yuhua,2.4525,1.201,2.0836,336,113.0348,28.1428,inf
1090,27,era1,Furong,8.8498,1.5185,5.913,337,112.975,28.2113,inf
1217,10,era2,Furong,4.0267,1.1406,2.9469,338,112.9906,28.2292,inf
1139,1,era2,Kaifu,3.2239,1.7114,2.8146,339,112.9807,28.2473,inf
1034,20,era1,Tianxin,7.7574,1.7742,5.4358,340,112.9686,28.1437,inf
712,58,era2,Yuelu,11.005,3.1237,8.0576,341,112.9284,28.1714,inf
1084,94,era1,Furong,15.8434,2.0299,10.1931,342,112.9745,28.1843,inf
720,7,era2,Yuelu,2.1889,2.1278,2.4618,343,112.9291,28.2075,inf
844,9,era2,Yuelu,3.6921,1.3832,2.8945,344,112.9444,28.2118,inf
572,154,era3,Yuelu,6.7827,1.4508,4.6955,345,112.91,28.2799,inf
1301,6,era2,Furong,3.3308,1.169,2.5662,346,113.0009,28.238,inf
1374,23,era1,Furong,8.0902,2.325,5.9398,347,113.0104,28.1973,inf
756,2,era3,Yuelu,0.3618,0.5973,0.547,347,112.9338,28.1849,inf
845,36,era2,Yuelu,7.8959,1.5823,5.4054,349,112.9445,28.2163,inf
628,1,era3,Yuelu,0.3517,0.5807,0.5318,350,112.9181,28.1625,inf
1151,11,era3,Tianxin,1.5379,1.5509,1.7616,351,112.9834,28.1165,inf
798,9,era1,Yuelu,4.1957,1.342,3.1581,352,112.9389,28.1893,inf
719,6,era2,Yuelu,3.3739,1.791,2.9456,353,112.929,28.203,inf
1340,9,era1,Furong,4.7841,1.1256,3.3703,353,113.0059,28.2289,inf
1066,14,era3,Tianxin,2.4303,1.7553,2.387,355,112.973,28.1031,inf
1369,38,era2,Furong,9.3822,2.2614,6.6404,356,113.0099,28.1747,inf
1322,5,era2,Tianxin,2.3262,1.1067,1.9578,357,113.0044,28.1477,inf
631,67,era2,Yuelu,11.3593,3.4247,8.4313,358,112.9183,28.176,inf
1166,92,era1,Furong,15.1255,1.4557,9.4563,359,112.9847,28.1841,inf
1235,32,era3,Tianxin,2.5364,1.9352,2.5501,360,112.9938,28.1253,inf
1416,14,era1,Furong,5.9111,1.8023,4.3989,360,113.0155,28.2017,inf
1487,46,era2,Yuhua,6.9716,1.1479,4.6305,362,113.0248,28.152,inf
849,8,era2,Yuelu,3.9988,1.8122,3.314,363,112.9448,28.2343,inf
1233,7,era3,Tianxin,1.0055,0.498,0.8574,364,112.9936,28.1163,inf
1101,57,era2,Kaifu,7.1232,0.8083,4.5233,364,112.9759,28.261,inf
1239,14,era2,Tianxin,6.4761,2.3133,5.0126,366,112.9941,28.1434,inf
708,20,era3,Yuelu,4.9502,2.8286,4.4363,367,112.9281,28.1533,inf
1162,11,era2,Tianxin,4.6147,1.2524,3.346,368,112.9843,28.1661,inf
1496,8,era2,Furong,4.9326,2.2022,4.069,369,113.0256,28.1925,inf
1527,8,era2,Yuhua,2.1947,1.0875,1.8718,370,113.0298,28.1474,inf
1363,15,era1,Tianxin,3.3364,1.0215,2.4853,371,113.0094,28.1477,inf
681,58,era2,Yuelu,6.5026,1.7763,4.7215,371,112.9241,28.2166,inf
751,33,era2,Yuelu,6.8133,2.5868,5.3609,373,112.9333,28.1623,inf
1003,14,era1,Tianxin,13.8379,3.9334,10.135,374,112.9644,28.1889,inf
1172,52,era1,Furong,10.1411,2.952,7.467,375,112.9852,28.2112,inf
1093,26,era1,Furong,9.3907,1.6928,6.3209,376,112.9752,28.2249,inf
843,44,era2,Yuelu,8.6834,2.8481,6.5764,377,112.9443,28.2073,inf
1616,10,era2,Furong,4.7125,2.4035,4.0583,378,113.0406,28.1788,inf
1452,61,era2,Furong,11.1197,0.9445,6.8802,378,113.0202,28.1791,inf
1138,2,era2,Furong,0.8328,0.6885,0.8676,380,112.9807,28.2428,inf
1088,61,era1,Furong,13.3897,2.2784,8.9355,381,112.9748,28.2023,inf
836,2,era2,Tianxin,1.8578,0.9862,1.6219,382,112.9438,28.1757,inf
878,1,era3,Tianxin,0.1725,0.2849,0.2608,383,112.9489,28.1801,inf
1459,7,era2,Furong,4.1097,2.0979,3.5402,384,113.0208,28.2107,inf
995,86,era2,Tianxin,13.8641,2.6636,9.4257,385,112.9637,28.1528,inf
1000,4,era1,Tianxin,3.4439,1.0875,2.5843,386,112.9641,28.1754,inf
644,14,era3,Yuelu,1.9824,1.0028,1.7025,387,112.9194,28.2347,inf
604,4,era3,Yuelu,0.6333,0.8845,0.8656,388,112.9144,28.2393,inf
283,52,era3,Yuelu,4.8222,5.7754,6.0438,389,112.8742,28.2714,inf
