total_annual_energy_GWh,total_annual_heating_GWh,total_annual_cooling_GWh,total_annual_other_GWh,heating_share_percent,cooling_share_percent,other_share_percent,total_floor_area_Mm2,city_mean_eui_kwh_m2
15381.56,4535.40,2532.24,8313.39,29.50,16.50,54.00,72.05,213.48
