id,typology,total_floor_area_m2,annual_pv_kwh,is_high_potential
646706187,midrise,3519.66,96438.56,1
646706192,midrise,2766.54,75803.13,1
646706195,midrise,5548.71,152034.65,1
646706196,lowrise,8583.42,333036.83,1
646706197,midrise,5928.96,162453.43,1
646706199,midrise,4034.36,110541.54,1
646718510,lowrise,3470.66,134661.59,1
646718511,lowrise,2810.36,109042.14,1
646718517,lowrise,2670.80,103627.00,1
646718518,lowrise,2941.84,114143.20,1
646720353,lowrise,3369.55,130738.41,1
646723868,lowrise,3238.49,125653.40,1
646723869,lowrise,4105.46,159291.98,1
646723870,lowrise,4050.37,157154.41,1
646723871,lowrise,3056.77,118602.59,1
646723872,lowrise,4575.88,177544.20,1
646723873,lowrise,3425.01,132890.20,1
646723874,lowrise,2785.50,108077.27,1
646723875,midrise,3340.30,91524.18,1
646723880,lowrise,5759.38,223464.01,1
646723884,lowrise,2888.66,112079.87,1
646723885,midrise,3244.08,88887.91,1
646723886,lowrise,3641.61,141294.48,1
646726073,lowrise,10044.70,389734.55,1
646727061,lowrise,18253.37,708230.88,1
646727063,lowrise,11071.68,429581.35,1
646727064,lowrise,7859.18,304936.05,1
646727068,midrise,29103.05,797423.56,1
646727072,midrise,4163.61,114083.04,1
646727077,midrise,5012.60,137345.21,1
646731008,lowrise,6226.06,241571.17,1
646731050,midrise,2752.74,75425.20,1
646731071,midrise,5680.59,155648.08,1
646731082,highrise,3285.71,20042.86,1
646731085,highrise,11508.32,70200.76,1
646731088,midrise,4214.45,115475.95,1
646735577,lowrise,3645.21,141434.08,1
646735578,lowrise,3230.62,125347.93,1
646735579,lowrise,3631.12,140887.28,1
646735580,lowrise,2914.03,113064.20,1
646735581,lowrise,3957.10,153535.48,1
646735583,lowrise,3239.10,125677.04,1
646735584,lowrise,3334.11,129363.53,1
646735585,midrise,3424.96,93843.96,1
646735587,lowrise,4608.75,178819.38,1
646735591,lowrise,8235.81,319549.33,1
646735595,lowrise,9545.44,370363.01,1
646735597,lowrise,3044.98,118145.26,1
646735598,lowrise,5889.97,228530.85,1
646735600,lowrise,4119.06,159819.34,1
646735603,lowrise,16329.52,633585.29,1
646735605,lowrise,4381.43,169999.35,1
646735609,lowrise,3323.31,128944.36,1
646735610,midrise,4143.16,113522.59,1
646736033,lowrise,21425.09,831293.68,1
646738089,lowrise,4536.55,176018.08,1
646738102,lowrise,2675.91,103825.20,1
646738104,lowrise,16037.80,622266.57,1
646740590,lowrise,3116.36,120914.70,1
646740592,lowrise,3652.82,141729.29,1
646740597,lowrise,5966.43,231497.49,1
646740599,lowrise,5363.52,208104.63,1
646740606,lowrise,3763.78,146034.72,1
646740616,lowrise,16316.99,633099.03,1
646740633,lowrise,14519.94,563373.54,1
646740636,lowrise,8740.38,339126.57,1
646740644,midrise,2881.27,78946.79,1
646740646,midrise,3564.03,97654.56,1
646740648,midrise,4892.37,134051.05,1
646740652,lowrise,3849.07,149344.09,1
646740654,lowrise,4113.89,159619.05,1
646740665,lowrise,45251.31,1755750.90,1
646740669,lowrise,10188.91,395329.87,1
646740673,lowrise,9013.37,349718.72,1
646740677,lowrise,2908.04,112832.05,1
646740681,lowrise,2686.69,104243.61,1
646740683,lowrise,2906.66,112778.28,1
646740689,lowrise,21581.45,837360.42,1
646740696,lowrise,3264.57,126665.42,1
646740698,lowrise,3456.63,134117.24,1
646740700,lowrise,3347.65,129888.88,1
646740702,lowrise,3520.12,136580.72,1
646740706,lowrise,17932.57,695783.55,1
646740708,lowrise,7809.81,303020.62,1
646740709,lowrise,14556.46,564790.84,1
646740716,lowrise,76750.64,2977924.73,1
646741115,midrise,5276.51,144576.34,1
646741116,midrise,5425.38,148655.30,1
646741119,midrise,3924.70,107536.87,1
646741120,lowrise,3322.06,128895.76,1
646741121,lowrise,3740.93,145147.97,1
646741123,lowrise,3528.76,136916.07,1
646741124,lowrise,2812.49,109124.52,1
646741132,lowrise,6389.85,247926.02,1
646741137,lowrise,46095.42,1788502.28,1
646741142,lowrise,4259.07,165251.84,1
646741143,lowrise,9608.32,372802.93,1
646741144,midrise,6598.80,180807.03,1
646741145,midrise,4912.44,134600.84,1
646741147,midrise,3031.27,83056.88,1
646741148,midrise,3050.71,83589.44,1
646741149,midrise,2731.19,74834.72,1
646741150,midrise,3177.12,87053.22,1
646741151,midrise,2917.19,79931.09,1
646741152,midrise,3118.15,85437.44,1
646741153,midrise,3686.11,100999.29,1
646741154,midrise,3044.48,83418.80,1
646741156,lowrise,29630.89,1149678.46,1
646741157,lowrise,4115.23,159670.88,1
646741158,lowrise,5543.45,215085.99,1
646741159,lowrise,4672.57,181295.89,1
646741160,lowrise,3223.92,125088.25,1
646741167,lowrise,5598.61,217226.09,1
646741175,lowrise,21199.63,822545.77,1
646741176,lowrise,20953.32,812988.83,1
646741177,lowrise,7130.37,276658.49,1
646741178,lowrise,5414.23,210072.14,1
646741185,lowrise,2776.17,107715.47,1
646745377,lowrise,4450.97,172697.63,1
646745386,midrise,2894.58,79311.60,1
646745388,midrise,3084.56,84517.00,1
646745389,midrise,2709.69,74245.46,1
646745391,midrise,5180.71,141951.47,1
646745394,lowrise,4094.06,158849.55,1
646745398,midrise,6065.87,166204.82,1
646745400,lowrise,4261.93,165362.96,1
646745402,midrise,3706.57,101560.10,1
646745403,lowrise,4562.71,177033.27,1
646745405,midrise,5253.71,143951.60,1
646745406,lowrise,3033.57,117702.42,1
646745409,lowrise,3521.24,136623.94,1
646745410,midrise,3919.18,107385.42,1
646745412,lowrise,4604.49,178654.06,1
646745417,midrise,3083.15,84478.36,1
646745419,lowrise,3002.43,116494.25,1
646745422,midrise,4750.44,130161.94,1
646745423,midrise,4436.77,121567.48,1
646745425,midrise,3243.22,88864.32,1
646745427,lowrise,3341.63,129655.31,1
646745429,lowrise,3561.81,138198.04,1
646745436,lowrise,3542.40,137445.05,1
646745439,lowrise,2883.28,111871.26,1
646745445,lowrise,3020.12,117180.74,1
646745446,lowrise,3544.82,137538.87,1
646745447,lowrise,4295.23,166654.80,1
646745454,lowrise,3683.98,142938.27,1
646745460,highrise,6350.93,38740.66,1
646745468,lowrise,7982.91,309736.95,1
646745470,midrise,6866.42,188139.95,1
646745471,lowrise,3234.24,125488.66,1
646745480,lowrise,13333.78,517350.74,1
646745483,lowrise,5917.74,229608.44,1
646745484,lowrise,4562.99,177044.06,1
646745485,lowrise,22661.85,879279.65,1
646745490,midrise,3020.77,82769.23,1
646745491,midrise,2714.29,74371.57,1
646763692,lowrise,25239.45,979290.79,1
646763698,midrise,2965.20,81246.55,1
646763703,midrise,3391.03,92914.10,1
646763712,midrise,5844.70,160144.77,1
646763725,midrise,2947.34,80757.01,1
646763737,midrise,7950.74,217850.17,1
646763747,midrise,4042.14,110754.55,1
646763752,midrise,2921.67,80053.89,1
646763756,midrise,5140.31,140844.57,1
646763758,midrise,2883.39,79004.95,1
646763768,lowrise,8440.94,327508.50,1
646763770,midrise,3650.46,100022.64,1
646763776,lowrise,8110.95,314704.80,1
646763780,lowrise,6769.38,262652.06,1
646763791,midrise,6108.28,167366.90,1
646763793,midrise,3901.00,106887.46,1
646763795,midrise,4452.55,121999.86,1
646763797,midrise,6909.92,189331.70,1
646763800,midrise,3905.56,107012.36,1
646763802,midrise,4738.11,129824.09,1
646763804,midrise,3924.35,107527.33,1
646763806,midrise,2833.40,77635.13,1
646763808,midrise,8821.07,241697.22,1
646763812,midrise,3217.64,88163.44,1
646763823,midrise,3742.32,102539.63,1
646763825,midrise,2665.18,73025.88,1
646763827,midrise,3216.77,88139.45,1
646763830,midrise,3144.80,86167.53,1
646763832,midrise,2692.70,73780.03,1
646763870,midrise,23290.63,638163.26,1
646763874,midrise,24317.32,666294.49,1
646763878,midrise,6966.17,190873.09,1
646763882,midrise,2700.73,74000.04,1
646763886,midrise,29011.43,794913.19,1
646763894,midrise,6382.37,174876.97,1
646763901,midrise,13802.34,378184.25,1
646763912,midrise,6483.06,177635.73,1
646763916,highrise,9485.15,57859.42,1
646763924,midrise,6700.34,183589.36,1
646763927,midrise,3245.57,88928.52,1
646763935,midrise,2677.74,73369.96,1
646763939,midrise,3722.52,101997.13,1
646763942,lowrise,4578.95,177663.08,1
646763947,lowrise,3947.08,153146.76,1
646768702,lowrise,3329.07,129167.92,1
646768704,lowrise,3412.48,132404.11,1
646809721,midrise,3046.12,83463.57,1
646809722,midrise,3197.03,87598.59,1
646809724,midrise,3696.02,101270.94,1
646809725,midrise,6045.67,165651.22,1
646809726,lowrise,5215.01,202342.41,1
646809727,lowrise,6168.42,239334.68,1
646809728,lowrise,4393.73,170476.62,1
646809729,lowrise,2830.80,109834.90,1
646809730,lowrise,3533.23,137089.44,1
646809731,lowrise,12350.31,479191.95,1
646809732,midrise,3791.11,103876.55,1
646809733,midrise,5015.09,137413.50,1
646809734,lowrise,3871.61,150218.59,1
646809735,lowrise,1885.56,73159.64,1
646809736,midrise,9896.69,271169.39,1
646809737,midrise,5697.63,156115.17,1
646809738,midrise,8327.57,228175.50,1
646809739,midrise,6349.57,173978.12,1
646809741,midrise,4618.48,126546.43,1
646809744,midrise,6101.90,167192.11,1
646809745,lowrise,7356.24,285422.25,1
646809746,midrise,4956.67,135812.86,1
646809747,lowrise,6913.72,268252.45,1
646809748,lowrise,5770.13,223881.13,1
646809755,lowrise,6148.12,238547.19,1
646809759,lowrise,3339.81,129584.81,1
646809761,lowrise,5517.46,214077.40,1
646809767,lowrise,3312.02,128506.29,1
646809769,lowrise,3099.09,120244.82,1
646809771,midrise,3494.40,95746.44,1
646809773,lowrise,3262.04,126567.13,1
646809775,lowrise,3159.90,122604.08,1
646809776,midrise,2724.77,74658.81,1
646809777,lowrise,3202.56,124259.19,1
646809778,lowrise,7745.36,300520.16,1
646809781,lowrise,9464.17,367209.77,1
646809782,lowrise,6364.33,246935.84,1
646809785,lowrise,5156.83,200084.86,1
646809789,midrise,7036.49,192799.80,1
646809790,midrise,3464.44,94925.73,1
646810344,midrise,3271.54,89640.21,1
646810349,midrise,2866.84,78551.34,1
646826836,midrise,2837.01,77734.02,1
646826845,midrise,2739.61,75065.39,1
646826847,midrise,3166.59,86764.45,1
646826848,midrise,3246.84,88963.45,1
646826849,midrise,3882.71,106386.33,1
646826850,midrise,3409.24,93413.12,1
646826851,midrise,3397.89,93102.05,1
646826852,midrise,3782.45,103639.08,1
646826853,midrise,3010.02,82474.63,1
646826854,midrise,4902.04,134315.83,1
646826855,midrise,3672.06,100614.53,1
646826856,midrise,4445.91,121817.87,1
646826858,midrise,5109.04,139987.73,1
646826859,midrise,5782.76,158447.64,1
646826868,midrise,5419.17,148485.26,1
646826869,midrise,7036.13,192790.06,1
646826870,midrise,3551.90,97322.18,1
646826872,midrise,3018.27,82700.72,1
646826873,midrise,3373.22,92426.31,1
646826874,midrise,3785.32,103717.83,1
646826875,midrise,3291.65,90191.18,1
646826876,midrise,5190.01,142206.19,1
646826877,midrise,4057.59,111177.87,1
646826884,midrise,3389.62,92875.65,1
646826886,midrise,3787.81,103785.86,1
646826887,lowrise,2744.21,106475.29,1
646826888,midrise,2737.18,74998.77,1
646826889,lowrise,4122.54,159954.67,1
646826890,lowrise,3320.61,128839.80,1
646826896,lowrise,2841.58,110253.23,1
646826902,lowrise,4674.67,181377.21,1
646826903,lowrise,3403.92,132072.28,1
646826904,lowrise,3546.68,137611.30,1
646826905,lowrise,6592.12,255774.07,1
646826906,lowrise,4513.38,175119.19,1
646826908,lowrise,3349.44,129958.28,1
646826910,lowrise,9338.83,362346.65,1
646826911,lowrise,45042.12,1747634.31,1
646826912,lowrise,3204.82,124347.09,1
646826915,lowrise,6017.41,233475.40,1
646826916,lowrise,5742.14,222794.85,1
646826918,lowrise,5808.94,225386.76,1
646826920,lowrise,3972.30,154125.06,1
646826929,lowrise,3706.62,143817.04,1
646826930,lowrise,4459.46,173026.94,1
646826931,lowrise,2739.19,106280.40,1
646826932,lowrise,7252.21,281385.81,1
646826939,lowrise,3839.78,148983.51,1
646826941,lowrise,4131.96,160320.23,1
646826943,lowrise,4121.61,159918.54,1
646826965,lowrise,4475.21,173638.00,1
646826968,lowrise,6552.76,254247.03,1
646826970,midrise,3416.19,93603.52,1
646826972,lowrise,4040.86,156785.32,1
646826975,lowrise,6718.39,260673.54,1
646826976,lowrise,11619.83,450849.34,1
646826977,lowrise,5991.13,232455.68,1
646826978,lowrise,2705.78,104984.43,1
646826979,lowrise,3330.34,129217.38,1
646826980,lowrise,15033.39,583295.55,1
646826982,lowrise,2673.01,103712.97,1
646826983,lowrise,2723.05,105654.34,1
646826985,lowrise,2669.29,103568.35,1
646826987,lowrise,2785.24,108067.38,1
646827008,midrise,2988.29,81879.23,1
646827009,midrise,3419.45,93693.04,1
646827011,midrise,3550.76,97290.94,1
646827014,midrise,3137.41,85965.09,1
646827015,lowrise,3045.77,118175.78,1
646827016,lowrise,2755.81,106925.34,1
646827018,midrise,4461.22,122237.42,1
646827021,midrise,3630.26,99469.18,1
646827024,midrise,2673.05,73241.62,1
646827027,lowrise,3188.44,123711.63,1
646827029,lowrise,3210.97,124585.74,1
646827031,lowrise,3344.86,129780.63,1
646827032,lowrise,2891.36,112184.75,1
646827033,lowrise,3116.71,120928.41,1
646827034,lowrise,6372.18,247240.50,1
646827035,lowrise,4457.11,172935.82,1
646827038,lowrise,4571.61,177378.58,1
646827039,lowrise,3206.31,124404.85,1
646827040,lowrise,4564.03,177084.24,1
646827041,lowrise,3306.12,128277.45,1
646827042,lowrise,3797.85,147356.61,1
646827043,lowrise,8110.83,314700.29,1
646827058,lowrise,2940.57,114094.04,1
646859549,lowrise,3773.59,146415.14,1
646859551,lowrise,6407.03,248592.90,1
646859555,lowrise,13565.73,526350.45,1
646859557,midrise,15178.58,415893.22,1
646859562,lowrise,3587.79,139206.27,1
646859564,lowrise,3918.03,152019.47,1
646859565,lowrise,5710.41,221563.73,1
646859566,highrise,11618.52,70873.00,1
646859568,midrise,19809.74,542786.95,1
646859569,lowrise,14869.98,576955.25,1
646859578,lowrise,12970.94,503272.61,1
646859580,lowrise,91872.29,3564644.71,1
646859582,lowrise,13251.69,514165.50,1
646871421,midrise,27882.39,763977.62,1
646871428,highrise,77048.55,469996.13,1
647155010,lowrise,5853.95,227133.22,1
647155012,midrise,4918.82,134775.80,1
647155015,midrise,3021.14,82779.25,1
647155027,lowrise,3527.21,136855.70,1
647155028,midrise,3321.50,91009.19,1
647155030,midrise,4231.95,115955.32,1
647155035,midrise,6077.96,166536.19,1
647155036,midrise,6890.17,188790.58,1
647155037,lowrise,9989.02,387573.99,1
647155043,lowrise,3885.14,150743.27,1
647155044,lowrise,15404.15,597681.16,1
647155045,lowrise,2812.01,109106.18,1
647155046,lowrise,3130.06,121446.51,1
647165407,highrise,2973.99,18141.34,1
647165408,highrise,3755.91,22911.04,1
647165409,highrise,3111.66,18981.10,1
647165410,highrise,3120.14,19032.85,1
647165411,highrise,3097.19,18892.88,1
647165412,midrise,3068.78,84084.63,1
647165414,midrise,3131.96,85815.84,1
647165415,midrise,3117.95,85431.84,1
647165416,highrise,3163.52,19297.50,1
647165417,highrise,3368.12,20545.51,1
647166998,midrise,2891.95,79239.50,1
647167003,midrise,3154.88,86443.78,1
647167004,lowrise,3145.55,122047.16,1
647168229,midrise,3476.83,95265.09,1
647168231,midrise,2981.41,81690.51,1
647168232,lowrise,2791.68,108317.22,1
647168233,lowrise,2781.98,107940.85,1
647171101,midrise,3242.46,88843.29,1
647171102,midrise,3213.91,88061.14,1
647171103,midrise,4573.09,125302.66,1
647171106,midrise,4070.38,111528.36,1
647171108,lowrise,9099.42,353057.58,1
647171113,midrise,5085.80,139350.91,1
647171114,midrise,3729.90,102199.29,1
647171115,midrise,5189.00,142178.54,1
647171117,midrise,3504.09,96012.03,1
647173320,lowrise,2911.70,112973.88,1
647173334,lowrise,10285.72,399086.08,1
647173897,lowrise,10515.40,407997.35,1
647173898,lowrise,2856.97,110850.36,1
647181207,midrise,2802.34,76784.06,1
647181218,lowrise,3725.35,144543.52,1
647181219,midrise,6731.05,184430.82,1
647190247,midrise,11000.52,301414.17,1
647190249,midrise,3873.83,106143.03,1
647193255,lowrise,3226.74,125197.36,1
647193259,lowrise,6094.57,236469.37,1
647193271,lowrise,2966.52,115100.99,1
647193272,lowrise,30704.07,1191318.04,1
647193624,lowrise,62891.95,2440207.74,1
647193967,lowrise,2985.18,115824.88,1
647193968,lowrise,9042.65,350854.73,1
647193969,lowrise,11097.63,430588.22,1
647193970,lowrise,3239.11,125677.54,1
647197043,lowrise,21052.98,816855.71,1
647197050,lowrise,7292.28,282940.30,1
647198631,lowrise,6261.94,242963.41,1
647199192,lowrise,4933.50,191419.95,1
647199673,lowrise,3787.81,146966.91,1
647199674,lowrise,3396.87,131798.49,1
647200265,lowrise,6770.16,262682.11,1
647200266,lowrise,3016.94,117057.17,1
647200268,lowrise,9190.02,356572.63,1
647202640,lowrise,3465.79,134472.74,1
647202641,lowrise,3557.86,138045.09,1
647202643,lowrise,4830.87,187437.74,1
647207711,highrise,11896.53,72568.83,1
647262738,lowrise,10823.60,419955.60,1
647262743,lowrise,12738.26,494244.59,1
647262745,lowrise,12634.95,490236.10,1
647262747,lowrise,3826.19,148456.17,1
647263374,lowrise,14145.18,548833.06,1
647263375,lowrise,4262.49,165384.74,1
647263379,lowrise,16509.74,640577.83,1
647263381,lowrise,3109.87,120663.05,1
647263385,lowrise,3278.86,127219.95,1
647264185,lowrise,12515.91,485617.38,1
647264190,lowrise,4598.19,178409.79,1
647264192,lowrise,4496.90,174479.83,1
647264193,lowrise,4758.80,184641.39,1
647264201,lowrise,13188.52,511714.70,1
647264202,lowrise,22945.48,890284.61,1
647264204,lowrise,12854.20,498743.06,1
647264205,lowrise,12352.48,479276.26,1
647264208,midrise,2719.18,74505.42,1
647264209,midrise,2852.82,78167.21,1
647266379,lowrise,8321.31,322866.86,1
647266390,lowrise,10213.09,396267.89,1
647268725,lowrise,11607.21,450359.61,1
647268727,lowrise,11952.97,463775.19,1
647269859,lowrise,22831.28,885853.51,1
647269860,midrise,10862.01,297619.18,1
647269861,midrise,8758.87,239993.02,1
647269862,midrise,6369.88,174534.60,1
647269863,midrise,2902.75,79535.26,1
647269864,midrise,4755.12,130290.39,1
647269866,lowrise,18931.40,734538.30,1
647269874,lowrise,17576.01,681949.13,1
647269876,lowrise,23421.50,908754.27,1
647269878,midrise,9841.51,269657.43,1
647271507,midrise,9312.85,255171.96,1
647271508,midrise,6946.54,190335.16,1
647271509,midrise,8193.33,224497.19,1
647271511,midrise,4255.31,116595.60,1
647271512,lowrise,25581.17,992549.42,1
647271513,midrise,5652.67,154883.15,1
647271515,highrise,3606.78,22001.38,1
647271518,midrise,8658.51,237243.21,1
647271520,midrise,7154.01,196019.81,1
647271521,highrise,10855.42,66218.04,1
647271522,midrise,8179.53,224119.06,1
647271523,midrise,7012.44,192140.88,1
647271524,midrise,14089.97,386065.30,1
647271525,lowrise,7608.93,295226.49,1
647271526,midrise,6062.29,166106.69,1
647271527,midrise,4605.41,126188.17,1
647271529,midrise,5265.49,144274.42,1
647271530,midrise,5364.90,146998.19,1
647271531,midrise,4111.45,112653.62,1
647271532,highrise,3063.60,18687.95,1
647271534,midrise,2725.78,74686.27,1
647271535,highrise,4913.71,29973.64,1
647281711,lowrise,30777.84,1194180.13,1
647281713,lowrise,13930.97,540521.67,1
647281715,midrise,4057.87,111185.66,1
647284417,lowrise,3094.97,120084.80,1
647284419,lowrise,4839.24,187762.41,1
647284424,lowrise,3631.76,140912.37,1
647284426,lowrise,3044.89,118141.57,1
647284429,lowrise,8841.73,343059.24,1
647290848,lowrise,2924.48,113469.95,1
647290854,lowrise,3061.50,118786.30,1
647290855,lowrise,2816.37,109275.23,1
647539806,lowrise,4156.83,161285.20,1
647539822,lowrise,3568.96,138475.68,1
647539823,lowrise,3051.57,118401.01,1
647539824,lowrise,2787.28,108146.44,1
647539826,lowrise,6834.93,265195.19,1
647539827,lowrise,3791.29,147102.22,1
647565055,lowrise,3027.84,117480.12,1
647565056,lowrise,4943.61,191811.92,1
647565062,lowrise,2701.97,104836.53,1
647565082,lowrise,3617.22,140348.25,1
647565086,lowrise,2765.06,107284.41,1
647565087,lowrise,2757.72,106999.55,1
647565098,lowrise,2900.30,112531.68,1
647565099,lowrise,3658.88,141964.55,1
647565100,lowrise,4948.89,192017.02,1
647565112,lowrise,3235.92,125553.64,1
647565113,lowrise,5775.52,224090.08,1
647565122,lowrise,3257.74,126400.12,1
647565124,lowrise,4386.66,170202.55,1
647565126,lowrise,9928.48,385225.02,1
647565127,lowrise,5643.48,218966.93,1
647565128,lowrise,4287.48,166354.39,1
647565129,lowrise,6774.24,262840.57,1
647565130,lowrise,2803.35,108770.10,1
647565132,lowrise,2713.24,105273.73,1
647565137,lowrise,5482.90,212736.46,1
647565162,lowrise,3954.87,153449.15,1
647565164,lowrise,5638.24,218763.80,1
647565165,lowrise,3804.19,147602.40,1
647565166,lowrise,2885.26,111948.24,1
647565167,lowrise,3878.62,150490.50,1
647565170,lowrise,6920.40,268511.70,1
647565171,lowrise,3079.53,119485.74,1
647565172,lowrise,3025.38,117384.90,1
647565173,lowrise,3023.62,117316.44,1
647565174,lowrise,2920.55,113317.21,1
647565177,lowrise,4022.92,156089.10,1
647565179,lowrise,3117.77,120969.40,1
647565207,lowrise,4645.98,180263.89,1
647565208,lowrise,2796.36,108498.61,1
647565220,lowrise,3467.49,134538.68,1
647565260,lowrise,2790.74,108280.89,1
647565283,lowrise,2718.26,105468.33,1
647565289,lowrise,8028.54,311507.48,1
647565290,lowrise,7873.76,305501.70,1
647565294,lowrise,7149.82,277412.82,1
647632067,lowrise,4644.11,180191.54,1
647632074,lowrise,3822.59,148316.46,1
647632092,lowrise,7065.89,274156.64,1
647632094,lowrise,3918.40,152034.05,1
647632105,lowrise,2727.04,105809.23,1
647632155,lowrise,2743.93,106464.46,1
647632191,midrise,3628.63,99424.55,1
647632202,midrise,2809.95,76992.57,1
647632208,midrise,2663.10,72968.91,1
647632217,midrise,3681.44,100871.35,1
647632228,lowrise,3698.40,143497.95,1
647632251,lowrise,3028.91,117521.70,1
647632262,lowrise,3116.43,120917.39,1
647632267,midrise,3121.71,85534.75,1
647632273,midrise,2750.01,75350.22,1
647632291,midrise,4187.78,114745.30,1
647632298,highrise,3014.74,18389.92,1
647632300,midrise,3838.21,105166.96,1
647632305,midrise,2743.27,75165.48,1
647632328,midrise,4032.93,110502.39,1
647632334,midrise,3044.41,83416.91,1
647632345,midrise,5153.47,141205.10,1
647680806,lowrise,9824.74,381200.09,1
647680807,midrise,6592.97,180647.26,1
647680824,midrise,3128.08,85709.28,1
647680825,midrise,3127.31,85688.38,1
647680827,midrise,3128.51,85721.29,1
647680829,midrise,3783.76,103674.91,1
647680839,lowrise,9905.62,384338.11,1
647680843,midrise,3102.33,85003.92,1
647680845,midrise,3014.87,82607.56,1
647680848,lowrise,2827.45,109705.16,1
647680851,lowrise,3755.75,145723.16,1
647680853,lowrise,6151.35,238672.47,1
647680855,lowrise,5705.50,221373.57,1
647680859,lowrise,8542.67,331455.57,1
647680861,midrise,3553.24,97358.90,1
647680862,lowrise,17812.80,691136.64,1
647680867,lowrise,10092.62,391593.53,1
647680869,lowrise,4402.18,170804.71,1
647680880,midrise,2837.92,77758.93,1
647680882,midrise,3051.69,83616.28,1
647680884,midrise,2704.41,74100.89,1
647680891,lowrise,6241.23,242159.55,1
647680895,lowrise,2869.36,111331.01,1
647680897,lowrise,6391.13,247975.77,1
647680904,lowrise,2736.43,106173.44,1
647680906,lowrise,2783.08,107983.38,1
647680908,lowrise,2752.41,106793.53,1
647680928,lowrise,3096.57,120146.92,1
647680929,lowrise,3430.25,133093.60,1
647680931,lowrise,3102.56,120379.24,1
647680933,lowrise,3336.60,129460.07,1
647680934,lowrise,3124.55,121232.71,1
647680943,lowrise,2714.77,105333.16,1
647680946,lowrise,2847.80,110494.72,1
647680951,lowrise,3331.88,129276.90,1
647680962,midrise,4378.85,119980.61,1
647680965,lowrise,3095.68,120112.44,1
647733080,lowrise,5457.63,211756.20,1
647735249,lowrise,6485.81,251649.30,1
647735251,lowrise,2741.90,106385.64,1
647735253,lowrise,4280.57,166086.31,1
647735259,lowrise,4425.46,171707.92,1
647735260,lowrise,3390.20,131539.94,1
647735261,lowrise,2748.12,106627.02,1
647735271,lowrise,12015.03,466183.12,1
647735272,lowrise,4601.36,178532.71,1
647735275,lowrise,8825.22,342418.57,1
647735278,lowrise,10311.84,400099.51,1
647735282,lowrise,10156.08,394055.90,1
647735296,lowrise,43520.78,1688606.07,1
647735300,lowrise,12711.43,493203.46,1
647735306,lowrise,8710.87,337981.68,1
647735308,lowrise,10376.16,402594.85,1
647735313,midrise,5007.89,137216.17,1
647735314,lowrise,4081.46,158360.83,1
647750769,lowrise,3108.20,120598.17,1
647750770,lowrise,4436.88,172151.00,1
647750785,lowrise,22707.99,881070.01,1
647918641,midrise,4226.38,115802.83,1
647918642,lowrise,4522.58,175476.22,1
647918650,lowrise,4756.84,184565.54,1
647918659,lowrise,3234.98,125517.15,1
647918661,midrise,3046.67,83478.69,1
647918665,midrise,3443.28,94345.74,1
647918666,lowrise,5318.64,206363.18,1
647918668,lowrise,32870.34,1275369.00,1
647918681,lowrise,6725.53,260950.62,1
647918694,midrise,4872.29,133500.73,1
647918695,midrise,3896.64,106767.99,1
647918700,midrise,3058.90,83813.76,1
647918706,midrise,2949.91,80827.41,1
647918707,midrise,5836.12,159909.78,1
647918708,highrise,3589.50,21895.95,1
647918710,midrise,3277.60,89806.36,1
647918713,midrise,3070.82,84140.48,1
647918714,midrise,2663.56,72981.55,1
647918721,lowrise,3414.34,132476.51,1
647918722,lowrise,3414.19,132470.47,1
647918723,midrise,3413.18,93521.15,1
647918724,midrise,3655.29,100154.97,1
647918725,midrise,3490.60,95642.32,1
647918726,midrise,3040.19,83301.08,1
647918731,midrise,3022.27,82810.07,1
647918735,midrise,3747.78,102689.09,1
647918741,lowrise,4827.41,187303.43,1
647918743,lowrise,3401.82,131990.45,1
647918750,midrise,3435.80,94140.92,1
647918751,midrise,2685.17,73573.61,1
647918752,midrise,2750.91,75374.81,1
647918753,midrise,3538.29,96949.09,1
647918754,lowrise,7939.62,308057.44,1
647918757,lowrise,2716.79,105411.48,1
647918762,midrise,3496.28,95798.17,1
647918764,midrise,3145.38,86183.29,1
647918768,midrise,3058.42,83800.61,1
647918770,lowrise,4919.31,190869.18,1
647918771,midrise,2719.49,74513.96,1
647918772,midrise,3040.89,83320.27,1
647918773,midrise,2877.39,78840.62,1
647918780,midrise,2661.41,72922.53,1
647918784,midrise,3086.74,84576.61,1
647918792,midrise,3441.06,94285.07,1
647933266,lowrise,2895.09,112329.61,1
647933271,midrise,2984.17,81766.19,1
647933273,midrise,2896.17,79355.02,1
647933274,midrise,3620.08,99190.15,1
647933277,midrise,7807.92,213937.08,1
647933315,lowrise,2743.30,106440.23,1
647933320,lowrise,10446.80,405335.80,1
647933330,midrise,2675.85,73318.23,1
647933338,midrise,6711.22,183887.53,1
647933339,midrise,3770.99,103325.24,1
647933340,midrise,3513.82,96278.78,1
647933345,highrise,6093.46,37170.11,1
647933346,highrise,3921.49,23921.08,1
647933348,highrise,4356.74,26576.11,1
647933349,highrise,6154.47,37542.29,1
647933350,highrise,4529.32,27628.86,1
647933351,highrise,4406.64,26880.53,1
647933352,highrise,4198.09,25608.37,1
647933353,highrise,3765.12,22967.22,1
647933354,highrise,3649.58,22262.42,1
647933355,highrise,3653.87,22288.61,1
647933356,highrise,3542.66,21610.21,1
647933357,highrise,3923.30,23932.16,1
647933358,highrise,6046.68,36884.72,1
647933360,midrise,4238.98,116148.04,1
647933362,highrise,3729.59,22750.51,1
