id,typology,total_floor_area_m2,annual_pv_kwh,is_high_potential
2892180,lowrise,5174.86,200784.44,1
4196633,lowrise,9558.98,370888.34,1
4222251,lowrise,4115.39,159677.14,1
4767675,lowrise,21381.12,829587.54,1
4767677,lowrise,21381.12,829587.54,1
4767679,lowrise,14424.94,559687.51,1
4767681,lowrise,11570.79,448946.59,1
4767683,lowrise,4225.09,163933.66,1
4767685,lowrise,9806.70,380500.07,1
4767687,lowrise,5169.52,200577.49,1
4768043,lowrise,3972.96,154150.90,1
4768044,lowrise,10520.23,408184.80,1
4768310,lowrise,1704.43,66131.88,1
4768311,lowrise,10360.72,401996.01,1
4770434,lowrise,4928.53,191226.94,1
6036156,lowrise,10954.67,425041.02,1
7082008,lowrise,11181.09,433826.11,1
7096204,lowrise,23323.84,904964.87,1
7100236,lowrise,36660.24,1422417.20,1
7109337,lowrise,14859.24,576538.46,1
7900899,lowrise,6550.67,254166.04,1
9054035,midrise,4128.23,113113.50,1
9080575,lowrise,111469.23,4325006.30,1
9637673,lowrise,9811.95,380703.69,1
11497716,midrise,5804.37,159039.68,1
11502233,midrise,7426.25,203479.37,1
12955761,highrise,888915.14,5422382.33,1
13052205,midrise,6023.65,165048.11,1
13052255,midrise,6120.27,167695.36,1
14336137,lowrise,17098.60,663425.64,1
17631388,lowrise,6504.04,252356.75,1
17880215,lowrise,59560.35,2310941.58,1
18621018,lowrise,6456.13,250497.74,1
18621021,lowrise,32776.45,1271726.13,1
18667622,lowrise,32538.02,1262475.21,1
19848333,lowrise,6938.54,269215.41,1
52072595,highrise,114966.06,701292.99,1
54827271,lowrise,13892.31,539021.51,1
54827275,lowrise,3141.18,121877.86,1
59097016,lowrise,10248.27,397632.92,1
59097032,lowrise,3658.86,141963.92,1
87058059,highrise,12506.05,76286.91,1
87058202,lowrise,8175.69,317216.65,1
103279575,lowrise,22966.92,891116.32,1
103279625,lowrise,8417.84,326612.36,1
103279719,midrise,3389.21,92864.26,1
103279789,lowrise,46478.44,1803363.53,1
103279888,midrise,3040.28,83303.54,1
103279914,lowrise,14280.44,554081.12,1
103279941,lowrise,17328.71,672353.77,1
155469202,lowrise,3350.12,129984.52,1
166794418,lowrise,8292.07,321732.48,1
185870065,lowrise,8022.54,311274.49,1
185870068,lowrise,14664.74,568991.81,1
185873477,lowrise,2881.89,111817.33,1
185873497,lowrise,8145.02,316026.60,1
185873500,lowrise,7917.89,307214.14,1
185873503,lowrise,8120.50,315075.55,1
186039486,lowrise,4370.81,169587.51,1
186039492,lowrise,3231.89,125397.18,1
186039494,lowrise,37291.45,1446908.19,1
186039504,lowrise,4351.57,168841.02,1
186039509,lowrise,3847.63,149288.06,1
186039512,lowrise,3918.52,152038.48,1
186039513,lowrise,3449.76,133850.81,1
186039519,lowrise,3523.78,136722.60,1
186039526,lowrise,3941.41,152926.54,1
186039534,lowrise,3999.00,155161.02,1
186178539,lowrise,31560.32,1224540.34,1
186395622,lowrise,29091.46,1128748.65,1
186395663,lowrise,41297.58,1602346.26,1
218409921,lowrise,4579.53,177685.73,1
218410248,lowrise,2934.96,113876.62,1
218454589,lowrise,6742.16,261595.67,1
218553870,midrise,1550.39,42480.71,1
218559659,lowrise,6547.72,254051.39,1
218559660,lowrise,3058.91,118685.83,1
218559661,lowrise,3504.79,135985.81,1
218559662,lowrise,7442.96,288786.90,1
218559663,lowrise,2849.78,110571.42,1
218559664,lowrise,3519.63,136561.79,1
224711918,lowrise,16117.31,625351.71,1
251982592,lowrise,29638.55,1149975.90,1
251982593,lowrise,5476.18,212475.71,1
268748627,lowrise,2391.67,92796.97,1
268752132,midrise,14466.00,396368.45,1
268758258,lowrise,5103.83,198028.48,1
269856520,lowrise,65891.00,2556570.86,1
269856955,lowrise,3444.16,133633.31,1
269856956,lowrise,5041.58,195613.35,1
271093437,lowrise,2337.96,90712.73,1
271093778,lowrise,10027.98,389085.67,1
271100300,lowrise,14989.67,581599.11,1
271100603,lowrise,3315.35,128635.69,1
271100738,lowrise,22314.41,865798.96,1
271101775,lowrise,7533.44,292297.55,1
272333087,lowrise,60017.83,2328691.85,1
272516773,lowrise,12426.38,482143.59,1
272516774,lowrise,5854.25,227144.73,1
272516776,lowrise,12448.44,482999.45,1
272516779,lowrise,13805.65,535659.20,1
272516788,lowrise,6595.25,255895.85,1
272516790,lowrise,6872.66,266659.22,1
273251507,highrise,103432.67,630939.31,1
273258321,midrise,35116.64,962196.03,1
273260769,midrise,18709.94,512652.41,1
273262764,highrise,23409.21,142796.21,1
273264889,lowrise,39273.64,1523817.33,1
273267138,highrise,9213.93,56204.95,1
273730025,lowrise,6101.03,236720.15,1
273730321,lowrise,14492.66,562315.03,1
273732723,lowrise,40758.02,1581411.36,1
273735622,lowrise,1521.27,59025.34,1
273735623,lowrise,1979.22,76793.59,1
273805445,midrise,5227.20,143225.18,1
273805446,lowrise,1918.98,74456.30,1
273910868,lowrise,2661.83,103279.17,1
273910872,lowrise,2680.26,103993.93,1
273930067,lowrise,2814.90,109218.26,1
273930068,lowrise,2858.08,110893.54,1
273930073,lowrise,2995.98,116243.90,1
274149741,midrise,2834.65,77669.27,1
278009935,midrise,6627.77,181600.93,1
278010222,lowrise,8166.95,316877.78,1
279349826,lowrise,3340.23,129600.78,1
286900461,lowrise,3507.68,136098.17,1
286900630,lowrise,6622.81,256965.13,1
286900663,lowrise,3953.97,153414.16,1
286900704,lowrise,3113.85,120817.23,1
286900954,lowrise,3740.35,145125.51,1
286901145,lowrise,17686.32,686229.07,1
286901172,lowrise,5674.33,220163.83,1
286901298,lowrise,5140.76,199461.38,1
286904405,lowrise,48955.86,1899487.30,1
286907433,lowrise,2857.76,110881.01,1
286913349,lowrise,4700.62,182384.10,1
286915385,highrise,3081.71,18798.45,1
286915497,highrise,4016.64,24501.53,1
286915498,highrise,4190.72,25563.41,1
286915625,highrise,4995.41,30472.01,1
286915657,highrise,3221.58,19651.63,1
286915758,highrise,2685.07,16378.91,1
286927006,lowrise,2724.65,105716.61,1
286937975,lowrise,2847.06,110465.97,1
286938080,lowrise,3283.71,127408.13,1
286938137,lowrise,2977.22,115516.31,1
286938158,midrise,2891.52,79227.69,1
286938243,midrise,2676.21,73328.28,1
286938245,lowrise,3022.96,117290.81,1
286938247,midrise,2687.47,73636.65,1
286938254,lowrise,3088.85,119847.22,1
286938273,midrise,2974.28,81495.17,1
286938667,lowrise,2818.82,109370.37,1
286938671,lowrise,2940.90,114107.06,1
286938685,lowrise,3029.00,117525.36,1
289010341,lowrise,10435.98,404916.00,1
307871886,lowrise,25090.05,973493.86,1
308049354,midrise,6143.44,168330.18,1
308049356,lowrise,3690.16,143178.20,1
308049357,midrise,6179.82,169326.99,1
308049358,midrise,3685.22,100975.04,1
308049359,midrise,11400.49,312373.51,1
308049360,lowrise,5330.05,206805.81,1
308049366,lowrise,4170.13,161801.00,1
308049367,lowrise,3725.46,144548.04,1
308049368,lowrise,9970.89,386870.52,1
308218260,lowrise,83972.50,3258133.18,1
309166672,highrise,36074.25,220052.92,1
309167616,lowrise,1796.79,69715.54,1
309168328,highrise,46999.14,286694.77,1
309168329,lowrise,2850.79,110610.69,1
309265539,lowrise,15046.45,583802.26,1
310762331,lowrise,8968.23,347967.43,1
310763587,lowrise,9265.70,359509.03,1
310763589,lowrise,17974.82,697423.01,1
311694241,midrise,7234.87,198235.47,1
312550765,lowrise,6803.43,263973.01,1
312886955,lowrise,3606.37,139927.31,1
312886958,lowrise,3701.79,143629.30,1
312886964,lowrise,6696.36,259818.61,1
312886965,lowrise,9089.86,352686.71,1
314215527,lowrise,7968.25,309168.10,1
314215535,lowrise,3150.43,122236.77,1
314215538,lowrise,4177.95,162104.55,1
314215552,lowrise,11041.92,428426.54,1
314215553,lowrise,6782.97,263179.25,1
321958795,lowrise,9888.25,383664.11,1
337138406,lowrise,3226.75,125197.81,1
337138408,midrise,7529.08,206296.84,1
337138409,lowrise,4381.50,170002.34,1
337138410,lowrise,4381.52,170002.87,1
337138411,lowrise,4381.51,170002.74,1
337138412,lowrise,4381.79,170013.46,1
337138413,lowrise,3507.35,136085.05,1
337138414,lowrise,4557.53,176832.13,1
337138417,lowrise,4881.85,189415.85,1
337138419,lowrise,3055.68,118560.57,1
337138974,lowrise,5493.10,213132.34,1
337142398,lowrise,8059.42,312705.47,1
337142399,lowrise,2456.45,95310.28,1
337142400,lowrise,9536.22,370005.34,1
337142401,lowrise,12393.06,480850.65,1
337142414,lowrise,4808.05,186552.25,1
337142416,lowrise,6330.92,245639.67,1
337142418,lowrise,9000.34,349213.14,1
337142421,lowrise,6603.16,256202.51,1
337142429,lowrise,4373.52,169692.44,1
337142437,lowrise,4723.46,183270.26,1
337142443,lowrise,4275.96,165907.32,1
337142447,lowrise,5506.57,213655.06,1
337142451,lowrise,9397.12,364608.22,1
337163087,lowrise,2380.26,92353.91,1
337354545,lowrise,18967.54,735940.38,1
339271942,lowrise,2879.99,111743.67,1
339271947,lowrise,4072.78,158023.89,1
363890800,midrise,8313.01,227776.41,1
370379750,lowrise,5792.01,224730.07,1
381465640,lowrise,5161.61,200270.50,1
381465644,midrise,8685.49,237982.34,1
381465645,lowrise,5865.54,227582.93,1
381465646,lowrise,7927.42,307584.05,1
381465647,lowrise,3822.14,148298.89,1
381465648,lowrise,4324.32,167783.80,1
381465652,lowrise,4299.28,166812.16,1
381465653,midrise,9041.44,247735.34,1
381465656,midrise,8640.81,236758.26,1
381465657,lowrise,5606.20,217520.38,1
381465661,midrise,6644.16,182049.99,1
381465662,midrise,6732.47,184469.71,1
381465664,midrise,7905.37,216607.14,1
381465666,midrise,8634.70,236590.88,1
381465668,lowrise,6909.86,268102.42,1
381465671,midrise,3084.75,84522.29,1
381465673,midrise,8771.83,240348.19,1
381465674,lowrise,2889.45,112110.76,1
381465675,midrise,8805.90,241281.73,1
381465676,lowrise,3069.99,119115.64,1
381465678,lowrise,5587.98,216813.63,1
381465679,lowrise,2907.65,112816.71,1
381465681,lowrise,3914.01,151863.59,1
381465683,lowrise,2923.44,113429.51,1
381902395,lowrise,60819.37,2359791.43,1
381902397,lowrise,16763.21,650412.50,1
381902403,lowrise,25934.12,1006243.81,1
382786877,lowrise,10437.82,404987.53,1
382786879,lowrise,32923.33,1277425.38,1
382786880,lowrise,21365.50,828981.27,1
382796818,lowrise,18593.85,721441.49,1
382796820,lowrise,6408.49,248649.30,1
382796822,lowrise,48869.23,1896126.24,1
382863480,lowrise,2172.75,84302.75,1
382863548,lowrise,3156.87,122486.42,1
382863555,lowrise,6814.88,264417.52,1
382863566,lowrise,7266.06,281923.19,1
382863581,lowrise,15195.82,589597.70,1
382863582,lowrise,3610.68,140094.53,1
382863583,lowrise,22734.62,882103.39,1
382863592,lowrise,3875.92,150385.89,1
382863602,lowrise,6362.22,246854.07,1
382863604,lowrise,24488.41,950150.45,1
382863608,lowrise,4164.98,161601.13,1
382869896,lowrise,2182.62,84685.62,1
382869897,lowrise,2791.42,108306.95,1
382873097,lowrise,19326.09,749852.37,1
382873103,lowrise,26243.09,1018231.87,1
382873765,lowrise,3722.08,144416.82,1
382877668,lowrise,7221.81,280206.15,1
382877669,lowrise,8864.60,343946.38,1
382877670,lowrise,8278.94,321222.95,1
382877671,lowrise,5865.26,227572.09,1
382877672,lowrise,7478.97,290184.22,1
382877673,lowrise,3509.42,136165.56,1
382877674,lowrise,13831.18,536649.65,1
382877675,lowrise,4080.24,158313.20,1
382877676,lowrise,4733.90,183675.23,1
382877677,lowrise,8614.52,334243.33,1
382877678,lowrise,6044.40,234522.91,1
382877683,lowrise,19111.34,741519.80,1
382877684,lowrise,5334.24,206968.64,1
382877685,lowrise,5629.33,218418.16,1
382877686,lowrise,3505.80,136024.98,1
382877687,lowrise,3654.62,141799.38,1
382877688,lowrise,3857.18,149658.39,1
382877689,lowrise,5983.50,232159.62,1
382877691,lowrise,2713.37,105278.63,1
382877692,lowrise,7551.99,293017.21,1
382877694,lowrise,13609.66,528054.80,1
382878035,lowrise,3055.12,118538.58,1
382987023,lowrise,3162.56,122707.23,1
382987492,lowrise,10514.99,407981.43,1
382987495,lowrise,3897.59,151226.48,1
382987669,lowrise,3815.17,148028.65,1
382988282,lowrise,10869.75,421746.31,1
382988286,lowrise,5179.89,200979.87,1
382988288,lowrise,6222.78,241443.93,1
382988290,lowrise,5867.24,227648.92,1
383028320,lowrise,4084.58,158481.76,1
383028791,lowrise,2386.63,92601.26,1
383029093,lowrise,3924.06,152253.55,1
383029265,lowrise,3409.16,132275.47,1
383031142,lowrise,5162.26,200295.72,1
383031797,midrise,14723.77,403431.35,1
383031798,lowrise,5299.31,205613.15,1
383031799,lowrise,6522.25,253063.34,1
383031800,lowrise,5118.48,198597.13,1
383031801,lowrise,4765.33,184894.68,1
383031802,lowrise,4663.61,180948.01,1
383031803,lowrise,5678.10,220310.45,1
383031804,lowrise,5074.42,196887.63,1
383031805,lowrise,5759.30,223460.96,1
383031806,lowrise,5104.54,198056.23,1
383031807,lowrise,5742.44,222806.69,1
383031808,lowrise,5117.84,198572.26,1
383031809,lowrise,4893.85,189881.56,1
383031810,lowrise,6150.40,238635.66,1
383031811,lowrise,5474.70,212418.43,1
383031812,lowrise,5364.97,208160.71,1
383031813,lowrise,5134.67,199225.36,1
383031814,lowrise,4912.75,190614.68,1
383031815,lowrise,4777.17,185354.30,1
383031816,lowrise,5137.40,199331.29,1
383031817,lowrise,5233.99,203078.99,1
383031818,lowrise,5254.70,203882.35,1
383031819,lowrise,7706.92,299028.61,1
383031820,lowrise,5160.04,200209.66,1
383219074,lowrise,35920.30,1393707.67,1
383219077,highrise,43538.01,265581.86,1
383219094,lowrise,5934.97,230276.84,1
383219096,lowrise,5789.15,224618.94,1
383219097,lowrise,2694.91,104562.53,1
383219709,midrise,2691.18,73738.36,1
383222208,lowrise,4544.56,176328.84,1
383222212,lowrise,12421.44,481951.79,1
383222219,midrise,1917.11,52528.89,1
383262498,lowrise,2662.75,103314.74,1
383262544,lowrise,7825.48,303628.66,1
390170356,lowrise,5468.93,212194.54,1
390170357,lowrise,4676.67,181454.95,1
390171070,lowrise,4885.59,189560.82,1
390171071,lowrise,8219.34,318910.34,1
390174914,lowrise,7236.65,280781.89,1
390174915,lowrise,6837.29,265286.96,1
390174916,lowrise,11470.93,445071.93,1
390174920,lowrise,4498.56,174544.23,1
390174922,lowrise,4220.59,163758.92,1
390175337,lowrise,12159.87,471803.08,1
390175704,lowrise,13969.20,542004.82,1
390176223,lowrise,3679.94,142781.67,1
390176277,lowrise,6640.55,257653.16,1
390176423,lowrise,3368.24,130687.90,1
390177179,lowrise,7110.68,275894.41,1
390177180,lowrise,7062.19,274012.99,1
390177181,lowrise,6070.02,235516.91,1
390177182,lowrise,5631.06,218485.22,1
390177183,lowrise,9450.23,366668.80,1
390178156,lowrise,1690.33,65584.92,1
390178350,lowrise,6976.08,270671.75,1
390178504,lowrise,4645.95,180262.80,1
390178506,lowrise,3564.29,138294.41,1
390178610,lowrise,4561.83,176999.06,1
390178850,lowrise,5643.58,218970.91,1
390178851,lowrise,10204.83,395947.47,1
390446260,midrise,3996.87,109514.37,1
390446261,midrise,4545.94,124558.77,1
390446262,midrise,4263.97,116832.74,1
390446263,midrise,3197.11,87600.69,1
390446264,midrise,4336.72,118826.03,1
390446449,lowrise,17189.43,666949.98,1
390446450,midrise,4784.42,131092.98,1
390446836,midrise,3420.07,93709.84,1
390446837,midrise,3932.94,107762.66,1
390449535,lowrise,12313.43,477761.01,1
390449536,midrise,8061.37,220881.41,1
390449539,lowrise,13608.93,528026.42,1
390451778,highrise,170594.61,1040627.15,1
390453106,midrise,4033.78,110525.53,1
390453107,lowrise,17554.42,681111.40,1
390553715,lowrise,25185.66,977203.61,1
391890393,lowrise,2717.75,105448.83,1
394990692,lowrise,18704.48,725733.87,1
394994011,lowrise,39299.43,1524818.00,1
394994034,lowrise,23312.14,904511.23,1
403519974,lowrise,2836.22,110045.27,1
403519978,lowrise,3381.18,131189.67,1
403519980,lowrise,2988.06,115936.71,1
403519983,lowrise,2864.76,111152.78,1
403519987,lowrise,3575.70,138736.98,1
403519989,lowrise,2742.88,106423.65,1
403519991,lowrise,2835.79,110028.68,1
403519992,lowrise,3151.19,122265.99,1
403519994,lowrise,4658.56,180752.09,1
403520003,lowrise,3171.09,123038.14,1
403520010,lowrise,3377.82,131059.54,1
403520013,lowrise,2765.32,107294.56,1
403520028,lowrise,3799.68,147427.65,1
403520029,lowrise,2806.15,108878.45,1
403520033,lowrise,2703.03,104877.47,1
403520040,lowrise,25049.44,971918.17,1
403520042,lowrise,3678.91,142741.85,1
403524618,lowrise,24303.85,942989.48,1
403599146,lowrise,2665.65,103427.33,1
403599147,lowrise,4278.02,165987.10,1
403599148,lowrise,2944.05,114229.02,1
403599149,lowrise,4350.56,168801.91,1
403599150,lowrise,2932.39,113776.58,1
403599152,lowrise,3044.94,118143.70,1
403599155,lowrise,2693.75,104517.65,1
403599157,lowrise,2799.49,108620.21,1
403599159,lowrise,2671.38,103649.46,1
403599160,lowrise,5415.29,210113.11,1
403599162,lowrise,4493.75,174357.55,1
403599166,lowrise,2864.19,111130.70,1
403599169,lowrise,2916.50,113160.08,1
403599174,lowrise,4792.92,185965.11,1
403599175,lowrise,2832.67,109907.72,1
403599183,lowrise,4487.08,174098.82,1
403599185,lowrise,2906.32,112765.35,1
403599189,lowrise,4558.83,176882.55,1
403599190,lowrise,2823.49,109551.53,1
403599195,lowrise,4204.39,163130.46,1
403599197,lowrise,5450.82,211491.63,1
403599203,lowrise,2710.01,105148.32,1
403599206,lowrise,4339.16,168359.27,1
403599210,lowrise,2981.45,115680.33,1
403797205,lowrise,3048.33,118275.39,1
403797214,lowrise,3002.93,116513.82,1
403797225,lowrise,2756.20,106940.63,1
403797227,lowrise,3086.98,119774.69,1
403797235,lowrise,2928.66,113631.94,1
403797238,lowrise,3567.33,138412.27,1
403797248,lowrise,17795.30,690457.61,1
403797250,lowrise,3620.02,140456.67,1
403797257,midrise,3118.75,85453.78,1
403797260,lowrise,2964.18,115010.07,1
403797262,lowrise,2720.21,105544.19,1
403797278,lowrise,2857.52,110871.82,1
403797291,lowrise,3595.16,139492.34,1
403797294,midrise,2903.65,79560.05,1
403797306,lowrise,8855.95,343610.74,1
403797308,lowrise,3842.13,149074.72,1
403797312,lowrise,2793.16,108374.55,1
403797324,midrise,9038.11,247644.22,1
403797326,lowrise,3759.02,145849.91,1
403797339,lowrise,3882.43,150638.26,1
403797342,lowrise,3452.39,133952.69,1
403797349,lowrise,3726.70,144596.05,1
403797350,midrise,2803.57,76817.91,1
403797355,lowrise,9215.90,357576.97,1
403797357,lowrise,3254.89,126289.58,1
403797367,lowrise,2812.50,109124.82,1
403797370,lowrise,3374.13,130916.34,1
403797372,lowrise,9145.77,354855.86,1
403797373,lowrise,4721.65,183200.02,1
403797375,lowrise,3303.94,128192.72,1
403797377,lowrise,2740.63,106336.63,1
403797388,lowrise,3627.52,140747.97,1
403797391,lowrise,3061.71,118794.45,1
403797393,lowrise,3844.07,149149.90,1
403797396,lowrise,3637.73,141143.75,1
403797406,lowrise,2919.02,113257.84,1
403797419,lowrise,3051.96,118415.97,1
403797435,lowrise,3095.67,120112.09,1
403797438,lowrise,3033.39,117695.47,1
403797456,lowrise,3716.36,144194.67,1
403839795,lowrise,8523.87,330726.04,1
403839797,lowrise,31853.45,1235913.91,1
403839798,midrise,5886.86,161299.97,1
403839799,lowrise,8860.17,343774.72,1
403839812,lowrise,30130.95,1169080.78,1
403839817,midrise,2838.08,77763.51,1
403839829,lowrise,6358.18,246697.26,1
403839832,lowrise,10744.63,416891.74,1
403839851,lowrise,29690.45,1151989.29,1
403839855,midrise,2844.31,77933.99,1
403839856,lowrise,2790.14,108257.25,1
403839860,lowrise,2687.73,104283.80,1
403839862,lowrise,3216.23,124789.54,1
403839864,midrise,2847.56,78023.07,1
403839870,lowrise,5364.36,208137.35,1
403839879,lowrise,2820.40,109431.34,1
403839880,lowrise,11033.73,428108.91,1
403839899,midrise,2738.09,75023.75,1
403839916,midrise,2797.69,76656.58,1
403839919,lowrise,5278.54,204807.39,1
403839920,lowrise,19280.78,748094.07,1
403839921,lowrise,2712.42,105241.82,1
403839929,lowrise,7112.12,275950.30,1
403839949,lowrise,19666.64,763065.63,1
403839968,lowrise,24283.36,942194.55,1
403839981,midrise,2892.36,79250.53,1
403839984,lowrise,2935.55,113899.30,1
403839996,midrise,4690.01,128506.38,1
403840000,lowrise,5264.95,204279.91,1
403840001,midrise,2718.82,74495.62,1
403840005,lowrise,2898.40,112457.77,1
403840007,midrise,2736.19,74971.64,1
403840014,lowrise,39515.07,1533184.83,1
403840018,lowrise,2692.37,104463.94,1
403840019,lowrise,59920.82,2324927.91,1
403840028,midrise,2781.35,76208.92,1
403840032,midrise,2912.31,79797.18,1
403840051,lowrise,3116.95,120937.49,1
403840069,lowrise,2731.50,105982.07,1
403840077,midrise,2657.36,72811.75,1
403840082,midrise,2851.00,78117.45,1
403840084,lowrise,10794.49,418826.24,1
403840103,lowrise,2892.99,112247.94,1
403840119,lowrise,44627.21,1731535.69,1
403840125,lowrise,256717.07,9960622.45,1
404043817,lowrise,3937.77,152785.57,1
404043829,lowrise,3079.40,119480.89,1
404043834,midrise,3822.71,104742.36,1
404043842,lowrise,18130.04,703445.73,1
404209058,lowrise,2839.43,110169.77,1
404209061,lowrise,4606.52,178733.08,1
404209062,lowrise,4130.38,160258.70,1
404209068,lowrise,3693.91,143323.64,1
404209075,lowrise,3774.48,146449.98,1
404209082,lowrise,4344.94,168583.61,1
404209087,lowrise,3574.17,138677.79,1
404209089,lowrise,2805.31,108846.07,1
404211354,lowrise,3981.50,154482.38,1
404211367,lowrise,3482.39,135116.86,1
404211400,lowrise,2926.53,113549.36,1
404211402,lowrise,3581.45,138960.27,1
404211435,lowrise,2829.42,109781.47,1
404211445,lowrise,2880.77,111773.71,1
404211478,lowrise,3965.85,153875.13,1
404211497,lowrise,2904.92,112710.89,1
404211515,lowrise,2683.24,104109.78,1
404211532,lowrise,12062.28,468016.45,1
404211542,lowrise,4545.40,176361.47,1
404211575,lowrise,4147.96,160940.98,1
404220802,lowrise,4866.40,188816.47,1
404220911,lowrise,3025.17,117376.53,1
404220941,lowrise,3887.41,150831.57,1
404220963,lowrise,3319.31,128789.30,1
405088708,midrise,2987.02,81844.38,1
405088719,midrise,2716.76,74439.15,1
405088720,midrise,2861.11,78394.48,1
405088723,midrise,2765.50,75774.62,1
405088728,midrise,3063.80,83948.02,1
405088732,midrise,2714.05,74365.04,1
405088744,midrise,2663.48,72979.48,1
405088748,midrise,2994.53,82050.19,1
405088754,midrise,3135.21,85904.80,1
405088759,midrise,2833.31,77632.74,1
405088760,midrise,2829.48,77527.88,1
405088765,midrise,3152.21,86370.61,1
405088773,midrise,2965.77,81262.12,1
407592385,midrise,3168.25,86809.93,1
407592386,midrise,3049.52,83556.90,1
407592387,midrise,3049.25,83549.45,1
407592388,midrise,2745.64,75230.52,1
407592399,midrise,5984.86,163985.29,1
407592400,midrise,5559.18,152321.45,1
407592401,lowrise,10509.28,407759.98,1
407592402,highrise,58291.60,355578.77,1
407592403,midrise,5100.57,139755.52,1
410078326,lowrise,5212.35,202239.01,1
410078328,lowrise,13116.01,508901.15,1
410078329,lowrise,3740.46,145130.01,1
410078332,lowrise,2781.71,107930.27,1
410078366,midrise,14535.32,398267.80,1
419224805,lowrise,9975.95,387066.85,1
419224806,lowrise,79154.55,3071196.67,1
427242414,lowrise,3195.10,123969.91,1
442182927,highrise,6695.68,40843.64,1
442182928,highrise,3390.86,20684.27,1
442182930,highrise,5053.69,30827.52,1
442182931,midrise,5088.66,139429.40,1
442182932,midrise,10071.53,275959.92,1
442182933,highrise,2657.93,16213.37,1
442182934,midrise,4517.70,123785.01,1
442182935,midrise,14168.85,388226.61,1
442182939,lowrise,2847.83,110495.83,1
442182941,highrise,4026.37,24560.84,1
442182945,highrise,4047.88,24692.09,1
442182952,highrise,3198.67,19511.86,1
442182953,lowrise,4259.40,165264.81,1
442482889,highrise,5760.69,35140.22,1
442482890,highrise,6914.09,42175.97,1
442482891,lowrise,3792.53,147150.12,1
442482892,midrise,12272.58,336268.75,1
442482893,midrise,4388.85,120254.62,1
447809800,lowrise,5806.30,225284.40,1
448074926,lowrise,2795.36,108460.09,1
448074930,lowrise,2709.51,105129.10,1
448802445,lowrise,4534.74,175948.09,1
450668523,midrise,3561.82,97593.93,1
455684812,midrise,6574.00,180127.47,1
456239774,lowrise,4469.07,173399.81,1
456239785,lowrise,3294.11,127811.43,1
456239799,lowrise,4029.55,156346.35,1
456239815,lowrise,3225.25,125139.70,1
456275556,lowrise,7631.91,296118.16,1
456284485,lowrise,19997.10,775887.62,1
456284508,lowrise,19991.75,775679.98,1
456284616,midrise,6785.40,185920.07,1
456284681,midrise,6201.38,169917.70,1
456284811,lowrise,4403.61,170860.22,1
456284843,midrise,6813.26,186683.26,1
456285029,midrise,3098.88,84909.39,1
456289179,midrise,7316.85,200481.77,1
459800244,lowrise,13181.89,511457.52,1
459800651,lowrise,39972.73,1550941.77,1
461838870,highrise,12646.95,77146.38,1
465413198,midrise,4218.76,115593.91,1
465413282,midrise,6263.76,171626.98,1
465413360,lowrise,2709.64,105134.04,1
465413361,lowrise,2738.98,106272.54,1
465413524,lowrise,3056.41,118588.86,1
465414140,lowrise,29717.16,1153025.84,1
466202929,highrise,75651.18,461472.21,1
466202944,lowrise,31672.42,1228889.98,1
466202947,lowrise,68605.81,2661905.57,1
466202949,highrise,32808.68,200132.94,1
466202952,lowrise,58206.09,2258396.18,1
467250125,lowrise,5642.85,218942.69,1
467250127,lowrise,2689.41,104348.97,1
467250128,lowrise,3583.09,139023.76,1
467250130,lowrise,1840.19,71399.22,1
467250131,midrise,2903.16,79546.53,1
467250132,lowrise,2255.80,87525.11,1
467250133,lowrise,3474.24,134800.49,1
467250135,lowrise,3996.09,155048.10,1
471129106,midrise,10271.93,281450.85,1
471129116,midrise,3580.34,98101.38,1
471129117,midrise,3021.95,82801.30,1
471129125,midrise,3401.44,93199.52,1
471129126,midrise,2757.58,75557.82,1
471129130,midrise,5031.11,137852.35,1
471129132,highrise,7642.99,46622.23,1
471129133,highrise,3189.24,19454.38,1
471129134,highrise,8945.90,54569.98,1
471129135,highrise,6910.03,42151.17,1
471129136,midrise,10857.49,297495.12,1
471129137,midrise,14205.54,389231.76,1
471129140,midrise,5498.60,150661.76,1
471129142,midrise,3239.73,88768.60,1
471129143,midrise,3414.25,93550.47,1
471129144,midrise,5330.05,146043.41,1
471129145,midrise,4612.69,126387.76,1
471129146,midrise,3888.35,106540.77,1
471129151,lowrise,4697.18,182250.41,1
475615958,lowrise,4190.50,162591.44,1
476828018,lowrise,2796.46,108502.72,1
476828020,lowrise,6123.10,237576.19,1
476828022,lowrise,5064.34,196496.52,1
476828024,lowrise,3783.31,146792.57,1
476828026,lowrise,5344.31,207359.35,1
477799854,lowrise,35944.27,1394637.58,1
478973403,lowrise,3007.82,116703.42,1
478973406,lowrise,4279.50,166044.66,1
478973410,lowrise,2835.19,110005.41,1
478973416,lowrise,2800.73,108668.50,1
478973418,lowrise,2774.85,107664.31,1
478973427,lowrise,2714.45,105320.69,1
479413195,midrise,2738.28,75028.88,1
479413201,lowrise,4528.01,175686.81,1
479413202,lowrise,8973.37,348166.71,1
479413205,lowrise,5585.02,216698.72,1
479413206,midrise,5308.87,145463.08,1
479413208,lowrise,9160.88,355442.12,1
481120087,midrise,2814.12,77107.01,1
481120093,midrise,2773.04,75981.22,1
481120101,highrise,3190.98,19464.99,1
481120109,highrise,91414.16,557626.40,1
481133744,lowrise,11551.72,448206.60,1
481133745,lowrise,12212.22,473834.22,1
